NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
MOT	Mother	and you shall have another [>] .			stella	F	mother
CHI	Stella Target_Child	<I want> [<] a drink .			stella	F	Target_Child
MOT	Mother	and then let Mummy have your cup (2.) .			stella	F	mother
CHI	Stella Target_Child	I want another drink (1.) .			stella	F	Target_Child
MOT	Mother	and then let Mummy have your cup .	%com: s drinks		stella	F	mother
MOT	Mother	that's right .			stella	F	mother
MOT	Mother	now you eat your dinner nicely (2.) .			stella	F	mother
ADR	Adrian Sibling	xxx mine is delicious xxx (2.) .			stella	F	sibling
CHI	Stella Target_Child	I'm giving him a bit .			stella	F	Target_Child
MOT	Mother	that's it (1.) .	%com: correcting himself		stella	F	mother
ADR	Adrian Sibling	why does Stella (h)ave +...			stella	F	sibling
MOT	Mother	well because she's +...			stella	F	mother
MOT	Mother	well because she's only a baby really .			stella	F	mother
MOT	Mother	she can't eat like you can can she (8.) ?			stella	F	mother
ADR	Adrian Sibling	no .			stella	F	sibling
ADR	Adrian Sibling	so there .			stella	F	sibling
MOT	Mother	what's that .	%com: m begins force feeding		stella	F	mother
MOT	Mother	you put the next spoonful in (6.) .			stella	F	mother
CHI	Stella Target_Child	they breaked (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	she has .			stella	F	Target_Child
MOT	Mother	yes .			stella	F	mother
MOT	Mother	you can put that book in the magazine rack .			stella	F	mother
MOT	Mother	go on .			stella	F	mother
MOT	Mother	now pick it all up please .			stella	F	mother
ADR	Adrian Sibling	you'd better pick +...			stella	F	sibling
MOT	Mother	you can do it gradually .			stella	F	mother
ADR	Adrian Sibling	she doesn't <xxx books xxx > [>] .			stella	F	sibling
CHI	Stella Target_Child	xxx [<] .			stella	F	Target_Child
CHI	Stella Target_Child	la la (18.) .			stella	F	Target_Child
CHI	Stella Target_Child	more .			stella	F	Target_Child
CHI	Stella Target_Child	more .			stella	F	Target_Child
CHI	Stella Target_Child	more .			stella	F	Target_Child
CHI	Stella Target_Child	I do .			stella	F	Target_Child
CHI	Stella Target_Child	no (3.) .	%com: a wants S to come out too Baby next door can be heard crying		stella	F	Target_Child
MOT	Mother	well then <take your boots> [>] off and come in [>] .	%com: a is waving through glass		stella	F	mother
CHI	Stella Target_Child	I want to go out .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	hello (3.) .			stella	F	Target_Child
ADR	Adrian Sibling	Mummie .			stella	F	sibling
ADR	Adrian Sibling	xxx [>] .			stella	F	sibling
CHI	Stella Target_Child	I want to go out (1.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	shall I hold it up ?			stella	F	Target_Child
CHI	Stella Target_Child	shall xxx (11.) .			stella	F	Target_Child
MOT	Mother	and that one thank_you darling .			stella	F	mother
ADR	Adrian Sibling	and this ?			stella	F	sibling
CHI	Stella Target_Child	no .			stella	F	Target_Child
ADR	Adrian Sibling	oh [>] .			stella	F	sibling
ADR	Adrian Sibling	let's clear up xxx all .			stella	F	sibling
CHI	Stella Target_Child	xxx [>] for lego .			stella	F	Target_Child
CHI	Stella Target_Child	I'm putting them in the box (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	is there much more lego (2.) ?			stella	F	Target_Child
CHI	Stella Target_Child	this is my lego .			stella	F	Target_Child
CHI	Stella Target_Child	ain't it ?			stella	F	Target_Child
CHI	Stella Target_Child	oh .			stella	F	Target_Child
CHI	Stella Target_Child	don't take them away .			stella	F	Target_Child
ADR	Adrian Sibling	xxx (2.) .			stella	F	sibling
CHI	Stella Target_Child	it's alright .			stella	F	Target_Child
ADR	Adrian Sibling	why (1.) ?			stella	F	sibling
CHI	Stella Target_Child	you can put it in the box (2.) . .			stella	F	Target_Child
CHI	Stella Target_Child	I want one .			stella	F	Target_Child
MOT	Mother	and let me get Stella's clothes ready <for tomorrow> [>] .			stella	F	mother
ADR	Adrian Sibling	come on (13.) .			stella	F	sibling
CHI	Stella Target_Child	I want chocolate too .			stella	F	Target_Child
MOT	Mother	go and sit on your pottie .			stella	F	mother
MOT	Mother	and I'll give you some (3.) .			stella	F	mother
CHI	Stella Target_Child	duster's in here (1.) .			stella	F	Target_Child
MOT	Mother	and I'm going to bring it downstairs (4.) .			stella	F	mother
MOT	Mother	I'm going to +...			stella	F	mother
CHI	Stella Target_Child	these all him is .			stella	F	Target_Child
MOT	Mother	yes it is yours .			stella	F	mother
CHI	Stella Target_Child	for tomorrow ?			stella	F	Target_Child
CHI	Stella Target_Child	I want liccle [: little] [] chocolate (1.) .			stella	F	Target_Child
CHI	Stella Target_Child	those are mine .			stella	F	Target_Child
CHI	Stella Target_Child	curtains .			stella	F	Target_Child
CHI	Stella Target_Child	for me .			stella	F	Target_Child
CHI	Stella Target_Child	don't it (2.) ?			stella	F	Target_Child
CHI	Stella Target_Child	right .			stella	F	Target_Child
MOT	Mother	yes well do leave them alone .			stella	F	mother
CHI	Stella Target_Child	I want chocolate .			stella	F	Target_Child
MOT	Mother	go downstairs and I'll give you some .			stella	F	mother
CHI	Stella Target_Child	come on .			stella	F	Target_Child
MOT	Mother	sit on your pottie .			stella	F	mother
MOT	Mother	<come on> [>] .	%com: s had taken a jug up to the bath+room and drunk from it		stella	F	mother
MOT	Mother	where've you had a little drinkie ?			stella	F	mother
CHI	Stella Target_Child	<and I [!] > [>] +...	%com: no response		stella	F	Target_Child
CHI	Stella Target_Child	I want to watch (1.) television first (3.) .	%com: tv is on Not language Watching TV		stella	F	Target_Child
CHI	Stella Target_Child	rolly_polly .			stella	F	Target_Child
CHI	Stella Target_Child	rolly ball .			stella	F	Target_Child
CHI	Stella Target_Child	rolly .			stella	F	Target_Child
CHI	Stella Target_Child	foot .			stella	F	Target_Child
CHI	Stella Target_Child	rubbish .			stella	F	Target_Child
CHI	Stella Target_Child	two more babies xxx .			stella	F	Target_Child
CHI	Stella Target_Child	we get the teacup .			stella	F	Target_Child
CHI	Stella Target_Child	ships words (10.) .			stella	F	Target_Child
CHI	Stella Target_Child	you're a naughty naughty baby .			stella	F	Target_Child
CHI	Stella Target_Child	oh I know I know I know (18.) .			stella	F	Target_Child
CHI	Stella Target_Child	shh look (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	there .	%com: runs to find A		stella	F	Target_Child
CHI	Stella Target_Child	it's got a coat on (1:14.) .			stella	F	Target_Child
UNK	Unidentified	what are you doing ?	%com: something drops on the floor		stella	F	NA
UNK	Unidentified	what are you doing ?			stella	F	NA
UNK	Unidentified	that's your toy ?			stella	F	NA
UNK	Unidentified	will I play ?	%com: s has got out her posting bits back		stella	F	NA
CHI	Stella Target_Child	yeh [<] .			stella	F	Target_Child
UNK	Unidentified	show me then .			stella	F	NA
CHI	Stella Target_Child	will you water that's a tick+tock .			stella	F	Target_Child
CHI	Stella Target_Child	&tha that was a tick+tock with a face like this .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	yes (6.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (12.) .			stella	F	Target_Child
CHI	Stella Target_Child	want a book .			stella	F	Target_Child
CHI	Stella Target_Child	<I want that one> [>] .			stella	F	Target_Child
MOT	Mother	go and fetch it .			stella	F	mother
CHI	Stella Target_Child	you .			stella	F	Target_Child
MOT	Mother	leave that alone .			stella	F	mother
MOT	Mother	a <bell > [>] .			stella	F	mother
CHI	Stella Target_Child	can you Mummy ?			stella	F	Target_Child
CHI	Stella Target_Child	I can .			stella	F	Target_Child
MOT	Mother	I want to get up on here please ?			stella	F	mother
CHI	Stella Target_Child	I'm having a duster (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	I want a duster .			stella	F	Target_Child
CHI	Stella Target_Child	oh yes (1.) want that one (6.) .	%com: tv is on in background		stella	F	Target_Child
CHI	Stella Target_Child	a lady and a man .			stella	F	Target_Child
CHI	Stella Target_Child	a lady and his wuther [: brother] [			stella	F	Target_Child
] .					stella	F	NA
CHI	Stella Target_Child	lady's got a hat on .			stella	F	Target_Child
CHI	Stella Target_Child	that was good (1:10.) .			stella	F	Target_Child
CHI	Stella Target_Child	banana splits .			stella	F	Target_Child
CHI	Stella Target_Child	has come on (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	banana splits (12.) .			stella	F	Target_Child
CHI	Stella Target_Child	do that +...	%com: s is talking about her piggy bank		stella	F	Target_Child
CHI	Stella Target_Child	<play+school > [<] .			stella	F	Target_Child
CHI	Stella Target_Child	here ?			stella	F	Target_Child
MOT	Mother	what is that ?			stella	F	mother
MOT	Mother	yes .			stella	F	mother
MOT	Mother	what is that ?			stella	F	mother
CHI	Stella Target_Child	money .			stella	F	Target_Child
MOT	Mother	is it a piggy ?			stella	F	mother
MOT	Mother	piggy+bank (16.) .			stella	F	mother
CHI	Stella Target_Child	what is Paul doing ?			stella	F	Target_Child
MOT	Mother	I don't know darling .			stella	F	mother
MOT	Mother	going away are they ?			stella	F	mother
MOT	Mother	yes .			stella	F	mother
MOT	Mother	baby's going away ?			stella	F	mother
MOT	Mother	yes ?			stella	F	mother
CHI	Stella Target_Child	they've gone away .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	they're gone away (4.) .			stella	F	Target_Child
MOT	Mother	no (3.) .			stella	F	mother
MOT	Mother	well they went by car so they didn't need an umbrella .			stella	F	mother
CHI	Stella Target_Child	she's putting another one (5.) .			stella	F	Target_Child
CHI	Stella Target_Child	there she goes (1:16.) .			stella	F	Target_Child
MOT	Mother	Stella (3.) .			stella	F	mother
MOT	Mother	&pu puss .			stella	F	mother
MOT	Mother	d(o) you want some dinner (4.) ?			stella	F	mother
MOT	Mother	there there Pussy (45.) .			stella	F	mother
MOT	Mother	sit down .			stella	F	mother
MOT	Mother	there .			stella	F	mother
MOT	Mother	you've got a nice dinner .			stella	F	mother
CHI	Stella Target_Child	would you wipe your +...			stella	F	Target_Child
CHI	Stella Target_Child	it's dirty .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	you're making my dinner Mummy .			stella	F	Target_Child
MOT	Mother	making your dinner .			stella	F	mother
CHI	Stella Target_Child	got beans Mummy ?			stella	F	Target_Child
MOT	Mother	so have you (3.) .			stella	F	mother
CHI	Stella Target_Child	I should have .			stella	F	Target_Child
MOT	Mother	&mm .			stella	F	mother
CHI	Stella Target_Child	I've got that .			stella	F	Target_Child
CHI	Stella Target_Child	I want +...			stella	F	Target_Child
CHI	Stella Target_Child	see (16.) .			stella	F	Target_Child
MOT	Mother	auntie Mary ?			stella	F	mother
CHI	Stella Target_Child	yes .			stella	F	Target_Child
MOT	Mother	auntie Mary's coming home ?			stella	F	mother
MOT	Mother	is she ?	%com: eating lunch		stella	F	mother
CHI	Stella Target_Child	can you see his big eyes ?			stella	F	Target_Child
MOT	Mother	I can see his big eyes (3.) .			stella	F	mother
CHI	Stella Target_Child	Mummie I can ride my bike (3.) .	%com: m has a different pudding than S		stella	F	Target_Child
MOT	Mother	you eat eat +...			stella	F	mother
CHI	Stella Target_Child	I'll hold the paper then it won't fall down .			stella	F	Target_Child
CHI	Stella Target_Child	chocolate paper (8.) .			stella	F	Target_Child
CHI	Stella Target_Child	water .			stella	F	Target_Child
CHI	Stella Target_Child	we'll have_to take them out .			stella	F	Target_Child
MOT	Mother	you'll have_to take them out will he ?			stella	F	mother
CHI	Stella Target_Child	and (1.) he really went to my &sh +... +...			stella	F	Target_Child
CHI	Stella Target_Child	he can't walk like that .			stella	F	Target_Child
MOT	Mother	he'll have_to dry them in the boat .			stella	F	mother
CHI	Stella Target_Child	he'll have_to have it to hold the and .			stella	F	Target_Child
CHI	Stella Target_Child	he'll have he'll have_to hold it it (.) the end of it .			stella	F	Target_Child
MOT	Mother	he [<] will have_to hold his trousers because they're wet .			stella	F	mother
CHI	Stella Target_Child	well .			stella	F	Target_Child
MOT	Mother	is he ?			stella	F	mother
MOT	Mother	is the lady getting wet as_well ?			stella	F	mother
MOT	Mother	is she ?			stella	F	mother
MOT	Mother	oh_my_goodness .			stella	F	mother
MOT	Mother	she's all wet .			stella	F	mother
CHI	Stella Target_Child	she'll have_to hold his trousers up .			stella	F	Target_Child
MOT	Mother	no she won't .			stella	F	mother
CHI	Stella Target_Child	oh no .			stella	F	Target_Child
MOT	Mother	she'll have_to put his boots on will she ?			stella	F	mother
CHI	Stella Target_Child	she can't go <in &sh> [//] <with &sh> [//] with wet shoes can <she> [>] ?			stella	F	Target_Child
CHI	Stella Target_Child	she'll have_to leave them in the boat .			stella	F	Target_Child
CHI	Stella Target_Child	the lady wants boots on .			stella	F	Target_Child
CHI	Stella Target_Child	alright (10.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx wet .			stella	F	Target_Child
CHI	Stella Target_Child	wet .			stella	F	Target_Child
UNK	Unidentified	xxx (14.) .			stella	F	NA
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	&d peel dis [: this] .	%com: s wants an orange peeled		stella	F	Target_Child
CHI	Stella Target_Child	da [: the] kitchen .			stella	F	Target_Child
CHI	Stella Target_Child	bed .			stella	F	Target_Child
CHI	Stella Target_Child	bed go .			stella	F	Target_Child
CHI	Stella Target_Child	fast asleep .			stella	F	Target_Child
CHI	Stella Target_Child	they went on the bus .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	in ahead (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	by now (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	daydayday			stella	F	Target_Child
wp .					stella	F	NA
CHI	Stella Target_Child	daydaday			stella	F	Target_Child
wp it is .					stella	F	NA
CHI	Stella Target_Child	it is .			stella	F	Target_Child
CHI	Stella Target_Child	go to sleep .			stella	F	Target_Child
CHI	Stella Target_Child	yes that's right (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	look .			stella	F	Target_Child
CHI	Stella Target_Child	put your legs round there .			stella	F	Target_Child
CHI	Stella Target_Child	go to sleep .			stella	F	Target_Child
CHI	Stella Target_Child	go to sleep with the xxx .			stella	F	Target_Child
CHI	Stella Target_Child	(be)cause she's a good girl .			stella	F	Target_Child
MOT	Mother	she's a good girl is she darling ?			stella	F	mother
MOT	Mother	you're putting her dress on ? ?			stella	F	mother
CHI	Stella Target_Child	it's Mandy's .			stella	F	Target_Child
MOT	Mother	I see .			stella	F	mother
CHI	Stella Target_Child	this one (4.) .			stella	F	Target_Child
CHI	Stella Target_Child	she's got pants on .			stella	F	Target_Child
CHI	Stella Target_Child	I don't know .			stella	F	Target_Child
CHI	Stella Target_Child	look you .			stella	F	Target_Child
CHI	Stella Target_Child	in there .			stella	F	Target_Child
CHI	Stella Target_Child	it is now .			stella	F	Target_Child
CHI	Stella Target_Child	it is .			stella	F	Target_Child
CHI	Stella Target_Child	I'll do the Bruthaus (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	alright then (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	pretty .			stella	F	Target_Child
CHI	Stella Target_Child	xxx pretty .			stella	F	Target_Child
CHI	Stella Target_Child	pretty .			stella	F	Target_Child
CHI	Stella Target_Child	pretty .			stella	F	Target_Child
CHI	Stella Target_Child	you (3.) ?			stella	F	Target_Child
CHI	Stella Target_Child	I've got you put .			stella	F	Target_Child
CHI	Stella Target_Child	you put (5.) .			stella	F	Target_Child
CHI	Stella Target_Child	Mum .			stella	F	Target_Child
MOT	Mother	no .			stella	F	mother
MOT	Mother	you find yours .			stella	F	mother
MOT	Mother	those are Adrian's .			stella	F	mother
CHI	Stella Target_Child	I want a biscuit .			stella	F	Target_Child
CHI	Stella Target_Child	satin dress (11.) .			stella	F	Target_Child
CHI	Stella Target_Child	I want my cardigan on (4.) .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	I want blue cardigan on (6.) .			stella	F	Target_Child
MOT	Mother	I want the paper (8.) .			stella	F	mother
CHI	Stella Target_Child	you're having a your tea .			stella	F	Target_Child
CHI	Stella Target_Child	that's xxx Adrian's jumper .			stella	F	Target_Child
ADR	Adrian Sibling	don't be nanny (4.) .			stella	F	sibling
CHI	Stella Target_Child	was your fault .			stella	F	Target_Child
CHI	Stella Target_Child	Adrian kicked me .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	xxx (6.) .			stella	F	Target_Child
ADR	Adrian Sibling	sit up .	%com: out of range		stella	F	sibling
CHI	Stella Target_Child	xxx on .			stella	F	Target_Child
ADR	Adrian Sibling	0 [=! shouting] .			stella	F	sibling
CHI	Stella Target_Child	watch it .	%com: f is talking to A but can't be heard		stella	F	Target_Child
ADR	Adrian Sibling	no .			stella	F	sibling
FAT	Father	I'd lie you to take it out please .	%com: a wants to watch TV F wants him to have his tea		stella	F	adult
FAT	Father	<it's> [<] [>] finished now .			stella	F	adult
FAT	Father	<we're> [<] going to have our tea .			stella	F	adult
ADR	Adrian Sibling	but it's something else on . .			stella	F	sibling
CHI	Stella Target_Child	it's going to be Banana_Splits .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
ADR	Adrian Sibling	it's the Clangers .			stella	F	sibling
UNK	Unidentified	the Clangers .			stella	F	NA
ADR	Adrian Sibling	it's they go up in space .			stella	F	sibling
CHI	Stella Target_Child	the clouds [<] [>] .			stella	F	Target_Child
CHI	Stella Target_Child	<it's> [<] (4.) .			stella	F	Target_Child
CHI	Stella Target_Child	it is what's that ?			stella	F	Target_Child
CHI	Stella Target_Child	moon (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	the moon's coming .			stella	F	Target_Child
CHI	Stella Target_Child	it is the moon .			stella	F	Target_Child
CHI	Stella Target_Child	getting ice cream that's all .			stella	F	Target_Child
FAT	Father	I said what are you doing (5.) ?			stella	F	adult
FAT	Father	oh .			stella	F	adult
ADR	Adrian Sibling	ow .			stella	F	sibling
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	&-um .			stella	F	Target_Child
MOT	Mother	oh .			stella	F	mother
MOT	Mother	she never has .			stella	F	mother
MOT	Mother	no .			stella	F	mother
MOT	Mother	will you be quiet .			stella	F	mother
CHI	Stella Target_Child	d(o) you want ice cream Daddy ?			stella	F	Target_Child
CHI	Stella Target_Child	d(o) you want xxx [= an] ice cream ?			stella	F	Target_Child
CHI	Stella Target_Child	no .			stella	F	Target_Child
FAT	Father	I see .			stella	F	adult
FAT	Father	yes (4.) .	%com: a is discussing his tummyache		stella	F	adult
ADR	Adrian Sibling	what's the matter with my tummy ?			stella	F	sibling
ADR	Adrian Sibling	what's the matter with you ?			stella	F	sibling
FAT	Father	pardon ?			stella	F	adult
ADR	Adrian Sibling	when I sit up up it starts starts to hurt (3.) .			stella	F	sibling
ADR	Adrian Sibling	yes .			stella	F	sibling
MOT	Mother	would you like a little bit <Adrian > [>] ?			stella	F	mother
MOT	Mother	I think it is .			stella	F	mother
CHI	Stella Target_Child	it's here (6.) .			stella	F	Target_Child
CHI	Stella Target_Child	where's the sticky tape (6.) .			stella	F	Target_Child
CHI	Stella Target_Child	there's a box in here Mummy .	%com: s wants to see the boxed decorations		stella	F	Target_Child
MOT	Mother	don't take them out now (2.) .			stella	F	mother
CHI	Stella Target_Child	can I see Mummy .			stella	F	Target_Child
MOT	Mother	in a minute you can .			stella	F	mother
CHI	Stella Target_Child	alright Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	happy Christmas .			stella	F	Target_Child
CHI	Stella Target_Child	there you are .			stella	F	Target_Child
MOT	Mother	you've wiped your hands on the soap .			stella	F	mother
CHI	Stella Target_Child	this don't feel bad (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	I don't know where my towel is .			stella	F	Target_Child
MOT	Mother	it's in the washing machine (2.) . .			stella	F	mother
MOT	Mother	yes .			stella	F	mother
CHI	Stella Target_Child	what what that one .			stella	F	Target_Child
MOT	Mother	that one .			stella	F	mother
MOT	Mother	mine .			stella	F	mother
CHI	Stella Target_Child	&-um &-um .			stella	F	Target_Child
CHI	Stella Target_Child	yes .			stella	F	Target_Child
MOT	Mother	that is mine .			stella	F	mother
CHI	Stella Target_Child	this one's yours (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	this one belongs up there .			stella	F	Target_Child
MOT	Mother	no .			stella	F	mother
CHI	Stella Target_Child	yes .			stella	F	Target_Child
MOT	Mother	xxx [<] .			stella	F	mother
MOT	Mother	xxx .			stella	F	mother
CHI	Stella Target_Child	well can I have a cup of +...			stella	F	Target_Child
CHI	Stella Target_Child	look .			stella	F	Target_Child
CHI	Stella Target_Child	that's fried egg .			stella	F	Target_Child
CHI	Stella Target_Child	yes (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	look Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	got those .			stella	F	Target_Child
CHI	Stella Target_Child	they they taps .			stella	F	Target_Child
CHI	Stella Target_Child	&mm [= yes] .			stella	F	Target_Child
CHI	Stella Target_Child	&mm [= yes] (2.) .			stella	F	Target_Child
MOT	Mother	what are they ?			stella	F	mother
MOT	Mother	cleaners ?			stella	F	mother
CHI	Stella Target_Child	they're curtains .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	I haven't got that and I haven't got that .			stella	F	Target_Child
CHI	Stella Target_Child	we both got that .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
CHI	Stella Target_Child	can I xxx there ?			stella	F	Target_Child
CHI	Stella Target_Child	oh that .			stella	F	Target_Child
CHI	Stella Target_Child	a cleaner .			stella	F	Target_Child
CHI	Stella Target_Child	like .			stella	F	Target_Child
MOT	Mother	<when you're> [>] a big girl you can have it .			stella	F	mother
CHI	Stella Target_Child	I want it now .			stella	F	Target_Child
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
MOT	Mother	I can't look at the book ?			stella	F	mother
MOT	Mother	why ?			stella	F	mother
MOT	Mother	can't I ?			stella	F	mother
MOT	Mother	you'll have_to tell me instead . .			stella	F	mother
MOT	Mother	I see (3.) .			stella	F	mother
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	oh Mummy .			stella	F	Target_Child
MOT	Mother	yes darling .			stella	F	mother
CHI	Stella Target_Child	yes .	%com: m very faint		stella	F	Target_Child
CHI	Stella Target_Child	come and see (5.) .			stella	F	Target_Child
CHI	Stella Target_Child	it's it's broken up Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	look Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	I'm sure .			stella	F	Target_Child
CHI	Stella Target_Child	alright Adrian .			stella	F	Target_Child
ADR	Adrian Sibling	I am not .			stella	F	sibling
CHI	Stella Target_Child	you got +...			stella	F	Target_Child
ADR	Adrian Sibling	I didn't you did (2.) .			stella	F	sibling
ADR	Adrian Sibling	xxx .			stella	F	sibling
CHI	Stella Target_Child	I'm not your xxx .			stella	F	Target_Child
ADR	Adrian Sibling	you are .			stella	F	sibling
ADR	Adrian Sibling	yes (2.) .			stella	F	sibling
ADR	Adrian Sibling	I've I've tidied everything up once .			stella	F	sibling
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
ADR	Adrian Sibling	not talking to you (2.) .			stella	F	sibling
CHI	Stella Target_Child	I've picked them off the floor once (4.) .			stella	F	Target_Child
ADR	Adrian Sibling	I'm not talking to you (2.) .			stella	F	sibling
CHI	Stella Target_Child	I'm going to +...			stella	F	Target_Child
ADR	Adrian Sibling	she's not (3.) .			stella	F	sibling
CHI	Stella Target_Child	I going to xxx if Mummy comes help me do this (2.) .			stella	F	Target_Child
CHI	Stella Target_Child	will you give me to do this Mummy .			stella	F	Target_Child
CHI	Stella Target_Child	that &p +...			stella	F	Target_Child
MOT	Mother	where are you going ?			stella	F	mother
MOT	Mother	shut that door and come in .			stella	F	mother
CHI	Stella Target_Child	I want xxx .			stella	F	Target_Child
CHI	Stella Target_Child	yes (6.) .			stella	F	Target_Child
CHI	Stella Target_Child	oh .			stella	F	Target_Child
MOT	Mother	darling .			stella	F	mother
MOT	Mother	you're going to sound intolerable on that tape (2.) .			stella	F	mother
ADR	Adrian Sibling	xxx .			stella	F	sibling
MOT	Mother	do what you like .			stella	F	mother
ADR	Adrian Sibling	stop this silly nonsense (2.) .			stella	F	sibling
CHI	Stella Target_Child	&st stop this silly nonsense (3.) .			stella	F	Target_Child
CHI	Stella Target_Child	those are my plates .			stella	F	Target_Child
ADR	Adrian Sibling	it's not hers .			stella	F	sibling
ADR	Adrian Sibling	it's not hers .			stella	F	sibling
ADR	Adrian Sibling	<Mummie > [<] .			stella	F	sibling
CHI	Stella Target_Child	d(o) you know I'm making a little +...			stella	F	Target_Child
CHI	Stella Target_Child	I'm going to make +...			stella	F	Target_Child
CHI	Stella Target_Child	you're standing on my blanket .			stella	F	Target_Child
MOT	Mother	I am yes .			stella	F	mother
MOT	Mother	I'm not hurting it .			stella	F	mother
ADR	Adrian Sibling	I'm going make that for you .			stella	F	sibling
ADR	Adrian Sibling	mine .			stella	F	sibling
CHI	Stella Target_Child	no .			stella	F	Target_Child
ADR	Adrian Sibling	and I (.) <and I'll take all your Lego> [>] .			stella	F	sibling
MOT	Mother	<you make something> [<] +...			stella	F	mother
CHI	Stella Target_Child	alright .			stella	F	Target_Child
MOT	Mother	now sit and eat it nicely .			stella	F	mother
CHI	Stella Target_Child	alright then .			stella	F	Target_Child
CHI	Stella Target_Child	oo (13.) .			stella	F	Target_Child
MOT	Mother	no .			stella	F	mother
MOT	Mother	I'll put it on (2.) .			stella	F	mother
MOT	Mother	say excuse me .			stella	F	mother
MOT	Mother	wipe your hands .			stella	F	mother
ADR	Adrian Sibling	I can't .			stella	F	sibling
ADR	Adrian Sibling	the flannel's dry .			stella	F	sibling
MOT	Mother	I'll wet it then (3.) .			stella	F	mother
MOT	Mother	dry your hands on the towel (2.) .			stella	F	mother
MOT	Mother	alright (2.) ?	%com: sounds of scraping plates		stella	F	mother
MOT	Mother	wipe your hands now .			stella	F	mother
CHI	Stella Target_Child	Mummie .			stella	F	Target_Child
CHI	Stella Target_Child	xxx .			stella	F	Target_Child
MOT	Mother	alright .			stella	F	mother
MOT	Mother	no .			stella	F	mother
MOT	Mother	alright .			stella	F	mother
CHI	Stella Target_Child	yyy .			stella	F	Target_Child
MOT	Mother	come here Adrian .			stella	F	mother
MOT	Mother	your hands are filthy .			stella	F	mother
CHI	Stella Target_Child	and I +...	%com: a and M are also talking however text is inaudible		stella	F	Target_Child
CHI	Stella Target_Child	water comes off my yyy water comes off my hands .			stella	F	Target_Child
MOT	Mother	<come here> [<] [>] .			stella	F	mother
ADR	Adrian Sibling	<xxx hot water> [<] .			stella	F	sibling
MOT	Mother	don't you ?			stella	F	mother
CHI	Stella Target_Child	what hair +...			stella	F	Target_Child
MOT	Mother	in the bed+room .			stella	F	mother
MOT	Mother	&mm .			stella	F	mother
MOT	Mother	you went in Juliene's bed+room didn't you ?			stella	F	mother
MOT	Mother	you went up the stairs .			stella	F	mother
MOT	Mother	at Auntie Jane's .			stella	F	mother
CHI	Stella Target_Child	and &sh she did and she went down .			stella	F	Target_Child
MOT	Mother	and went down ?			stella	F	mother
CHI	Stella Target_Child	and +...			stella	F	Target_Child
MOT	Mother	that was a carry on .			stella	F	mother
MOT	Mother	pardon ?			stella	F	mother
CHI	Stella Target_Child	can I sit by Mummy ?			stella	F	Target_Child
