%mor:	adv:place|là part|taire-PP&m v:aux|avoir&PRES&2s num|deux n|an&m-PL
%mor:	pro:sub|elle v|manger-PRES&SUB&13s n|bien&m prep|de&les
	n|banane&f-PL prep|dans det:art|la&f&sg n|ru&f conj|et pro:sub|elle
	neg|ne v|tomber-PRES&SUB&13s neg|pas n|parterre&m=flowerbed
%mor:	adv:int|pourquoi ?
%mor:	adv:int|pourquoi pro:sub|elle v:aux|être&PRES&3s adj|bizarre ?
%mor:	adv:int|pourquoi pro:sub|elle v:aux|être&PRES&3s adj|bizarre ?
%mor:	co|ha co|ha
%mor:	?|emma v:mdl|vouloir&PRES&3s det:art|une&f&sg n|banane&f
%mor:	pro:sub|elle v:aux|être&PRES&3s n|si&m adj|triste
	pro:rel|que$pro:sub|elle v|remplir-PASS&3s det:art|le&m&sg n|bain&m
	prep|de det:poss|ses&pl n|larme&f-PL
%mor:	det:poss|sa&f&sg n|maman&f pro:y|en v:aux|avoir&PRES&3s adv|assez
%mor:	v|calmer-IMP&2s pro|toi&sg part|luire&PP&m part|dire-PP&m
	pro:sub|elle det:art|un&m&sg n|peu&m adj|énervé&f
%mor:	det:art|une&f&sg n|banane&f v|pleurer-PRES&SUB&13s ?|emma
%mor:	pro:sub|on v|dire-COND&3s ?|anouk
%mor:	adv|quand pro:sub|elle v|rouvrir-PRES&SUB&13s det:art|les&pl
	n|yeux&m det:poss|sa&f&sg n|maman&f v:aux|être&PRES&3s adv:place|là
	prep|avec
%mor:	det:art|une&f&sg n|banane&f
%mor:	co|merci n|maman&f v|crier-IMP&2s ?|emma adj|ravi&f
%mor:	det:poss|sa&f&sg n|maman&f pro:refl|se v|mettre-PRES&3s prep|à
	v|peler-INF det:art|la&f&sg n|banane&f
%mor:	co|non=no pro:dem|ce$v:aux|être&PRES&3s pro|moi&sg pro:int|qui
	pro:obj|le$v|éplucher-IMP&2s
%mor:	pro:int|qui v:int|est–ce pro:int|qui part|dire-PP&m n|tout&m
	det:art|le&m&sg n|temps&m co|non=no pro:dem|ce$v:aux|être&PRES&3s
	pro|moi&sg ?
%mor:	co|non=no pro:dem|ce$v:aux|être&PRES&3s pro|moi&sg
%mor:	co|non=no pro:dem|ce$v:aux|être&PRES&3s pro|moi&sg
%mor:	adv|d'accord ?|emma adv|aujourd'hui pro:dem|ce$v:aux|être&PRES&3s
	pro|toi&sg pro:int|qui n|commande&f-PL
%mor:	part|taire-PP&m v:aux|avoir&PRES&2s n|besoin&m adv|de pro|autre&sg
	n|chose=thing det:art|un&m&sg n|ananas&m det:art|une&f&sg
	n|+n|noix+prep|de+n|coco&f=coconut det:art|une&f&sg n|mangue&f
	det:art|une&f&sg n|pastèque&f pro:refl|se v|moquer-IMP&2s~pro|elle
	adv|gentiment
%mor:	co|non=no adv|juste det:art|une&f&sg n|banane&f
%mor:	?|emma v|éplucher-IMP&2s det:poss|sa&f&sg n|banane&f pro:sub|elle
	v|tenir-PRES&3s det:art|la&f&sg n|peau&f prep|dans det:art|une&f&sg
	n|main&f conj|et det:art|la&f&sg n|banane&f prep|dans
	det:art|le$pro|autre&sg
%mor:	?|emma v|croquer-IMP&2s conj|et det:poss|sa&f&sg n|bouche&f
	pro:refl|se v|remplir-PASS&3s prep|de&le n|goût&m prep|de
	det:art|la&f&sg n|banane&f
%mor:	pro:dem|ce$v:aux|être&PRES&3s n|bien&m det:art|la&f&sg
	n|chose=thing co|la adv|plus adj|délicieux&f
	pro:rel|que$pro:sub|elle v:poss|avoir&PRES&SUB&3s adv|jamais
	part|manger-PP&m
%mor:	co|miam co|miam det:art|une&f&sg n|banane&f prep|dans
	det:art|le&m&sg n|bain&m
%mor:	n|tout&m prep|à n|coup&m=blow det:art|la&f&sg n|banane&f
	pro:ind|lui v|glisser-PRES&SUB&13s prep|de&les n|doigt&m-PL
%mor:	co|plouf pro:sub|elle n|tombe&f prep|à det:art|le$n|eau&f
%mor:	n|flotte&f det:art|un&m&sg n|moment&m conj|et adv|puis pro:refl|se
	v|noyer-PRES&SUB&13s
%mor:	n|maman&f neg|ne part|dire-PP&m n|rien&m adv|mais pro:sub|elle
	neg|ne part|dire-PP&m n|rien&m adv|si adj|fort&m adv|que ?|emma
	v|entendre-PRES&3s adv|quand adv|même
%mor:	n|maman&f neg|ne v:aux|être&PRES&3s neg|pas adj|content&f
%mor:	?|emma v|sortir&PRES&3s prep|de&le n|bain&m
%mor:	part|taire-PP&m n|écoute&f-PL ?
%mor:	part|taire-PP&m n|écoute&f-PL conj|ou neg|pas ?
%mor:	v|arrêter-IMP&2s det:poss|tes&pl n|bêtise&f-PL
%mor:	co|allez pro:sub|je v:mdl|aller&PRES&1s v:mdl|aller&INF v|voir&INF
	det:art|le&m&sg n|gâteau&m
%mor:	part|taire-PP&m v:mdl|aller&PRES&2s v|tomber-INF part|taire-PP&m
	v:mdl|aller&PRES&2s pro:obj|te v:mdllex|faire-INF adv|mal
%mor:	pro:int|que$v:int|est–ce pro:rel|que$pro:sub|elle
	v:aux|avoir&PRES&3s part|faire-PP&m det:art|la&f&sg n|banane&f ?
%mor:	neg|ne v|monter-PRES&SUB&13s neg|pas prep|sur det:art|la&f&sg
	n|table&f ?|anaé part|taire-PP&m v:mdl|aller&PRES&2s v|tomber-INF
%mor:	det:art|le&m&sg n|gâteau&m v:aux|être&PRES&3s part|cuire-PP&m
	n|madame&f=madam
%mor:	v:mdl|falloir&PRES&3s v|attendre-INF adv|parce
	pro:rel|que$pro:sub|il v:aux|être&PRES&3s adv|très adj|chaud&m
%mor:	adv|d'accord ?
%mor:	co|ah co|ouais=yes
%mor:	co|attention part|taire-PP&m v:mdl|aller&PRES&2s v|tomber-INF
%mor:	pro:sub|je v:mdl|aller&PRES&1s v|effacer-INF det:art|le&m&sg
	det:art|le&m&sg n|tableau&m adv|parce adv|que pro:sub|je
	v:aux|être&PRES&1s n|allée&f v|chercher-INF det:art|les&pl
	n|lunette&f-PL adv|de ?|arthur adv|tout prep|à det:art|le$n|heure&f
%mor:	adv:place|voilà
%mor:	pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s part|faire-PP&m
%mor:	co|euh v:int|est–ce adv|que part|taire-PP&m v:mdl|vouloir&PRES&12s
	prep|que pro:sub|je v|ramener-PRES&SUB&13s det:gen|quelque
	n|chose=thing ?
%mor:	prep|pour v|jouer-INF
%mor:	part|taire-PP&m v:mdl|vouloir&PRES&12s pro:int|quoi ?
%mor:	part|taire-PP&m v:mdl|vouloir&PRES&12s pro:rel|que$pro:sub|on
	v|finir-PRES&SUB&13s det:art|le&m&sg n|livre ?
%mor:	conj|et adv:place|après pro:dem|ce$v:aux|être&PRES&3s pro|toi&sg
	pro:int|qui pro:obj|me pro:obj|le v|raconter-PRES&SUB&2s ?
%mor:	co|non=no pro:rel|que$v:int|est–ce adv|que part|taire-PP&m
	v:mdl|vouloir&PRES&12s ?
%mor:	pro:sub|il v:aux|être&PRES&3s pro:int|où ?
%mor:	pro:sub|je v:mdl|aller&PRES&1s pro:obj|le v|chercher-INF
%mor:	adv|alors v|asseoir&PRES&12s pro|toi&sg
%mor:	v|tenir-IMP&2s ?|simon n|bébé&m n|papillon&m
%mor:	pro:sub|je pro:obj|te$v:poss|avoir&PRES&1s part|amener-PP&m
	det:poss|ton&m&sg n|bébé&m adv|aussi adv|comme pro:dem|ça
	part|taire-PP&m v:mdl|pouvoir&FUT&2s pro:obj|le v|montrer-INF prep|à
	?|aliyah
%mor:	adv|comment pro:sub|il pro:refl|se$v|appeler-IMP&2s pro:dem|ce
	n|bébé&m ?
%mor:	adv|ben pro:sub|je v:mdl|savoir&PRES&12s neg|pas
	pro:dem|ce$v:aux|être&PRES&3s det:poss|ton&m&sg n|bébé&m prep|à
	pro|toi&sg co|hein
%mor:	adv|encore adj|rose
%mor:	pro|tous&m&pl det:art|les&pl n|bébé&m-PL
	pro:refl|se$v|appeler-PRES&3p n|rose conj|ou pro:int|quoi ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|le&m&sg n|bébé&m prep|de
	pro:rel|qui pro:int|qui pro:refl|se$v|appeler-PRES&SUB&13s n|rose ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg n|bébé&m n|fille&f ?
%mor:	co|non=no pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg n|bébé&m
	n|garçon&m ?
%mor:	co|ben pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg n|bébé&m
	pro:int|quoi adv|alors ?
%mor:	co|ben pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg n|bébé&m
	pro:int|quoi ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s neg|pas n|possible&m
%mor:	co|ah pro:dem|ce$v:aux|être&PRES&3s prep|pour pro:dem|ça
%mor:	adv|comme part|taire-PP&m v:mdl|vouloir&PRES&12s
%mor:	part|taire-PP&m v|commencer-PRES&SUB&2s adv|par pro:dem|celui&m&sg
	adv|que part|taire-PP&m v:mdl|vouloir&PRES&12s
%mor:	v:int|est–ce adv|que part|taire-PP&m pro:obj|te v|souvenir-PRES&12s
	prep|de det:art|le$n|histoire&f ?
%mor:	v:mdl|aller&PRES&2s pro:y|y
%mor:	pro:int|qui pro:int|quoi ?
%mor:	prep|pour v|transformer-INF pro:int|quoi ?
%mor:	adv|comment pro:sub|ils pro:refl|se$v|appeler-PRES&3p pro|eux&m&pl
	pro:sub|tu v|dire-PRES&PASS&12s n|comment&m pro:sub|ils
	pro:refl|se$v|appeler-PRES&3p ?
%mor:	n|tout&m pro:dem|ça ?
%mor:	part|taire-PP&m v:mdl|savoir&PRES&12s v|lire-INF ?
%mor:	part|taire-PP&m v:mdl|savoir&PRES&12s v|lire-INF adv|déjà ?
%mor:	part|taire-PP&m v:mdl|aller&PRES&2s adv|bientôt v:mdl|aller&INF
	prep|à det:art|le$n|école&f ?
%mor:	co|hum co|hum
%mor:	pro:int|que$v:int|est–ce adv|que pro:dem|ce$v:aux|être&PRES&3s
	pro:dem|ça ?
%mor:	pro:sub|il v:aux|être&PRES&3s part|cacher-PP&m n|derrière&m
	pro:int|quoi ?
%mor:	co|hum co|hum
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg n|buisson&m
%mor:	pro:dem|ça n|gratte&f co|hein
%mor:	conj|et pro:rel|que$v:int|est–ce pro:rel|que$pro:sub|ils
	v|chanter-PRES&3p det:art|les&pl n|enfant-PL ?
%mor:	pro:int|que$v:int|est–ce pro:rel|que$pro:sub|ils v|chanter-PRES&3p
	prep|comme n|chanson&f ?
%mor:	v|promener-IMP&1p
%mor:	prep|dans det:art|les&pl
%mor:	n|pendant&m adv|que
%mor:	adv|si det:art|le&m&sg n|loup&m
%mor:	pro:y|y v:aux|être&IMPF&3s
%mor:	pro:sub|il pro:obj|nous v|manger-COND&3s
%mor:	pro:sub|il pro:obj|nous v|manger-COND&3s
%mor:	adv|mais adv|comme pro:sub|il neg|ne pro:y|y v:aux|être&PRES&3s
%mor:	pro:sub|il pro:obj|nous
%mor:	n|loup&m pro:y|y v:aux|être&PRES&2s
%mor:	n|loup&m pro:y|y v:aux|être&PRES&2s
%mor:	part|taire-PP&m ?
%mor:	part|taire-PP&m v|dire-PRES&PASS&12s ?
%mor:	adv|que
%mor:	v|entendre-IMP&2s
%mor:	v|entendre-IMP&2s
%mor:	pro:sub|je n|mets&m
%mor:	conj|et adv:place|là pro:rel|que$v:int|est–ce
	pro:rel|que$pro:sub|il v|mettre-PRES&3s adv|maintenant ?
%mor:	pro:sub|je v|mettre-PRES&12s det:poss|mes&pl
%mor:	conj|et pro:sub|je n|mets&m
%mor:	co|oui=yes conj|et adv|ensuite ?
%mor:	part|taire-PP&m v:aux|être&PRES&2s adj|sûr&f ?
%mor:	v|tourner-PRES&SUB&13s det:art|la&f&sg n|page prep|pour v|voir&INF
%mor:	pro:sub|je v|mettre-PRES&12s det:poss|mon&m&sg
%mor:	adv|alors adv:place|là pro:rel|que$v:int|est–ce
	pro:rel|que$pro:sub|il v|mettre-PRES&3s ?
%mor:	pro:sub|elles v:aux|être&PRES&3p prep|de det:gen|quelle&f&sg
	n|couleur&f det:poss|ses&pl n|botte&f-PL ?
%mor:	co|non=no v|regarder-PRES&SUB&13s adv|bien
%mor:	co|oui=yes conj|et adv:place|là pro:rel|que$v:int|est–ce adv|que
	pro:dem|ce$v:aux|être&PRES&3s ?
%mor:	co|oui=yes
%mor:	adv|ben co|oui=yes pro:sub|il pro:obj|le$v:poss|avoir&PRES&3s
	adj|mi&m-PL=half adv|déjà ?|rapelle v|rappeler-IMP&2s pro|toi&sg
%mor:	pro:sub|il pro:obj|le$v:poss|avoir&PRES&3s pro:sub|il
	pro:obj|le$v:poss|avoir&PRES&3s part|mettre-PP&m adv:place|là
	pro:sub|il pro:obj|le$v:poss|avoir&PRES&3s part|prendre-PP&m
	prep|sur det:art|le&m&sg n|fil&m=thread prep|à n|linge&m pro:sub|il
	pro:obj|le$v:poss|avoir&PRES&3s part|enfiler-PP&m adv|ensuite
	pro:sub|il v:aux|avoir&PRES&3s part|mettre-PP&m det:poss|ses&pl
	n|botte&f-PL
%mor:	det:poss|son&m&sg n|pull&m
%mor:	conj|et
%mor:	conj|et pro:sub|il part|dire-PP&m conj|et pro:sub|je
	v:mdl|aller&PRES&1s
%mor:	pro:obj|vous
%mor:	co|miam co|miam co|miam
%mor:	conj|et pro:rel|que$v:int|est–ce pro:int|qui pro:refl|se
	v|passer-PRES&SUB&13s adv|après ?
%mor:	part|taire-PP&m v|tourner-PRES&SUB&2s det:art|la&f&sg n|page ?
%mor:	conj|et adv:place|là v|regarder-PRES&SUB&13s ?
%mor:	pro:int|que$v:int|est–ce pro:rel|que$pro:sub|il pro:refl|se
	v|passer-PRES&SUB&13s ?
%mor:	conj|et co|plouf
%mor:	pro:sub|il v:aux|être&PRES&3s part|tomber-PP&m prep|dans
	det:art|le$n|eau&f
%mor:	pro:sub|il v|parler-IMP&2s pro:rel|que$v:int|est–ce
	pro:rel|que$pro:sub|il part|dire-PP&m ?
%mor:	co|oh v|regarder-IMP&2s pro:rel|que$v:int|est–ce adv|que
	pro:dem|ce$v:exist|être&PRES&3s pro:rel|qui v|voler-IMP&2s
	adv:place|là
%mor:	pro:int|que$v:int|est–ce adv|que pro:dem|ce$v:aux|être&PRES&3s ?
%mor:	part|taire-PP&m v|entendre-IMP&2s ?
%mor:	det:art|une&f&sg pro:int|quoi ?
%mor:	pro:sub|je$v:aux|avoir&PRES&1s neg|pas part|comprendre-PP&m
%mor:	det:art|une&f&sg chi|abet ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|une&f&sg n|mouche&f
%mor:	co|hum
%mor:	pro:sub|elle part|faire-PP&m prep|de&le n|bruit&m co|hein
%mor:	pro:sub|elle v|voler-PRES&SUB&13s ?
%mor:	co|non=no pro:sub|il pro:y|y v:aux|avoir&PRES&3s qn|plus adv|de
	pro|autre&sg n|page adv|après ?
%mor:	co|hop conj|et v|regarder-PRES&SUB&13s
%mor:	adv:place|là det:art|le&m&sg n|loup&m pro:sub|il v:aux|être&PRES&3s
	adv|tout part|mouiller-PP&m adv|alors pro:sub|il v|enlever-IMP&2s
	det:art|le$n|eau&f pro:int|qui v:aux|être&PRES&3s prep|dans
	det:poss|ses&pl n|affaire&f-PL conj|et pro:sub|il part|faire-PP&m
	v|sécher-INF det:poss|ses&pl n|affaire&f-PL
%mor:	conj|et pro:rel|que$v:int|est–ce pro:rel|que$pro:y|y
	v:aux|avoir&IMPF&3s prep|dans det:poss|sa&f&sg n|botte&f ?
%mor:	pro:sub|il neg|ne v:mdl|vouloir&PRES&3s neg|pas det:art|la&f&sg
	n|pluie&f ?
%mor:	pro:sub|il v:mdl|aller&PRES&3s prep|à&le n|soleil&m det:art|le&m&sg
	n|poisson&m ?
%mor:	part|taire-PP&m v|croire&PRES&12s ?
%mor:	conj|et v:int|est–ce adv|que part|taire-PP&m v:mdl|vouloir&PRES&12s
	det:poss|ton&m&sg n|bébé&m ?
%mor:	part|taire-PP&m part|luire&PP&m v|raconter-PRES&SUB&2s
	det:art|une&f&sg n|histoire&f
%mor:	part|taire-PP&m part|luire&PP&m v|raconter-PRES&SUB&2s
	det:art|une&f&sg n|histoire&f prep|à det:poss|ton&m&sg n|bébé&m ?
%mor:	part|taire-PP&m pro:int|quoi ?
%mor:	part|taire-PP&m v:aux|avoir&PRES&2s det:art|les&pl n|bras&m
	adv|trop pro:int|quoi ?
%mor:	adv|trop pro:int|quoi ?
%mor:	adj|nul neg|pas n|lune&f
%mor:	adj|nul
%mor:	adv|mais pro:sub|je v|comprendre-PRES&IMP&12s neg|pas conj|pourquoi
	pro:sub|tu v:mdl|vouloir&PRES&12s v|dire-INF prep|que
	det:poss|tes&pl n|bras&m v:aux|être&PRES&3p adj|nul-PL
%mor:	det:art|les&pl n|bras&m prep|de pro:rel|qui ?
%mor:	pro:sub|il v:aux|être&PRES&3s adj|gentil&m prep|comme n|bébé&m
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|un&m&sg adj|gentil&m n|bébé&m
	?
%mor:	pro:int|que$v:int|est–ce pro:rel|que$pro:sub|il
	v|manger-PRES&SUB&13s ?
%mor:	pro:sub|il v|manger-PRES&SUB&13s prep|de det:art|la&f&sg n|purée&f
	?
%mor:	prep|de det:art|la&f&sg n|purée&f prep|de pro:rel|quoi ?
%mor:	prep|de det:art|la&f&sg n|purée&f pro:int|qui v:aux|être&PRES&3s
	prep|à&les n|bébé&m-PL co|ben n|oui&m
%mor:	det:art|la&f&sg n|purée&f prep|de n|bébé&m
%mor:	prep|avec prep|de&les n|morceau&m-PL adv:place|dedans ?
%mor:	prep|de det:art|la&f&sg n|purée&f prep|avec prep|de&les
	n|morceau&m-PL prep|de n|pomme&f-PL ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s prep|de det:art|la&f&sg n|compote&f
	adv|alors
%mor:	co|oui=yes ?
%mor:	pro:dem|ce$v:exist|être&PRES&3s adj|vrai&m ?
%mor:	conj|et neg|pas prep|de&le n|lait&m=milk ?
%mor:	prep|dans det:art|un&m&sg n|biberon&m conj|ou pro:sub|elle
	v|téter-IMP&2s det:poss|sa&f&sg n|maman&f ?
%mor:	co|ah co|bon ?
%mor:	pro|moi&sg pro:sub|je v|croire&IMPF&12s pro:rel|que$pro:sub|elle
	v|téter-IMPF&3s det:poss|sa&f&sg n|maman&f
%mor:	pro:sub|elle v|parler-IMP&2s pro:rel|que$v:int|est–ce
	pro:rel|que$pro:sub|elle part|dire-PP&m ?
%mor:	pro:sub|elle part|faire-PP&m det:art|un&m&sg n|tout&m adj|petit&m
	n|bisou&m ?
%mor:	prep|à pro:rel|qui ?
%mor:	prep|à pro|toi&sg ?
%mor:	pro:sub|elle v:mdl|aller&PRES&3s v:aux|avoir&INF det:art|un&m&sg
	n|an&m adv|bientôt
%mor:	pro:sub|elle v:aux|être&PRES&3s pro:sub|elle v:exist|être&PRES&3s
	det:art|un&m&sg n|peu&m adj|petit&f adv|quand adv|même
%mor:	conj|et det:art|un&m&sg n|peu&m adj|grand&f n|oui&m
%mor:	pro:int|que$v:int|est–ce pro:rel|que$pro:sub|elle
	v:mdl|savoir&PRES&3s v|dire-INF ?
%mor:	pro:sub|elle v:mdl|savoir&PRES&3s v|dire-INF n|bébé&m ?
%mor:	co|hé co|euh pro:rel|que$v:int|est–ce adv|que part|taire-PP&m
	v:mdl|faire-PRES&12s ?
%mor:	prep|pour pro:int|quoi v:mdllex|faire-INF ?
%mor:	prep|pour neg|pas det:art|le&m&sg n|lait&m=milk ?
%mor:	det:gen|quel&m&sg n|lait&m=milk ?
%mor:	co|ah co|bon
%mor:	pro:sub|elle pro:obj|le$v:poss|avoir&PRES&3s part|boire&PP&m
	adv|déjà ?
%mor:	co|non=no ?
%mor:	pro:sub|elle v|dormir-PRES&3s ?
%mor:	pro:sub|elle part|faire-PP&m det:art|la&f&sg n|sieste&f ?
%mor:	part|taire-PP&m v:mdl|aller&PRES&2s v|tomber-INF
%mor:	co|ben co|si n|si&m
%mor:	conj|et adv|alors adv|quand part|taire-PP&m v:mdl|aller&PRES&2s
	prep|à det:poss|ton&m&sg n|travail&m&sg pro:sub|elle
	v:mdl|aller&PRES&3s pro:rel|où det:poss|ta&f&sg n|fille&f ?
%mor:	co|ah co|bon conj|et pro:rel|que$v:int|est–ce
	pro:rel|que$pro:sub|elle part|faire-PP&m prep|chez ?|véro ?
%mor:	co|ah co|ouais=yes pro:sub|elle v|pleurer-PRES&SUB&13s ?
%mor:	adv:int|pourquoi pro:sub|elle v|pleurer-PRES&SUB&13s ?
%mor:	co|ah pro:dem|ce$v:exist|être&PRES&3s adv|parce
	pro:rel|que$pro:sub|elle v:aux|être&PRES&3s adj|petit&f
	pro:rel|que$pro:sub|elle v|pleurer-PRES&SUB&13s ?
%mor:	conj|et pro:sub|elle v:aux|avoir&PRES&3s prep|de&les n|copain&m-PL
	prep|chez ?|véro ?
%mor:	adv|comment pro:sub|ils pro:refl|se$v|appeler-PRES&3p
	det:poss|ses&pl n|copain&m-PL ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s pro:rel|qui ?
%mor:	adv|comment pro:sub|elle ?|s' adv|comment pro:sub|elle
	pro:refl|se$v|appeler-IMP&2s co|la n|fille&f prep|chez ?|véro ?
%mor:	adv|comment pro:sub|elle pro:refl|se$v|appeler-PRES&SUB&13s
	det:art|la&f&sg n|fille&f ?
%mor:	n|comment&m pro:sub|elle pro:refl|se$v|appeler-IMP&2s
	det:art|la&f&sg n|fille&f prep|chez ?|véro ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s ?|eva
%mor:	pro:dem|ce$v:aux|être&PRES&3s ?|eva ?
%mor:	conj|et det:art|les&pl n|garçon&m-PL pro:sub|ils
	pro:refl|se$v|appeler-PRES&3p n|comment&m ?
%mor:	co|ouais=yes
%mor:	pro:sub|il pro:y|y v:aux|avoir&PRES&3s num|deux ?|timothée
	v|dire-PRES&PASS&12s adv|donc
%mor:	pro:sub|il pro:y|y v:aux|avoir&PRES&3s det:art|un&m&sg adj|petit&m
	conj|et
%mor:	conj|et det:art|le&m&sg adj|grand&m pro:dem|ce$v:aux|être&PRES&3s
	n|ton&m=tone ?
%mor:	n|ton&m=tone pro:int|quoi ?
%mor:	co|bah co|ouais=yes
%mor:	part|taire-PP&m pro:obj|le$v|aimer-PRES&SUB&2s adj|bien
	det:poss|ton&m&sg n|cousin&m ?
%mor:	adv|mais pro:sub|il v:aux|être&PRES&3s part|plaire-PP&m&pl
	pro:sub|il v:aux|avoir&PRES&3s det:art|un&m&sg n|mois&m prep|de
	n|moins&m
%mor:	conj|et pro:sub|il v:aux|être&PRES&3s adj|né&m det:art|le&m&sg
	n|jour&m prep|de det:art|la&f&sg n|rentrée&f prep|de&les
	n|classe&f-PL
%mor:	adv|quand ?
%mor:	co|oui=yes
%mor:	pro:sub|on v:aux|être&FUT&3s prep|en n|vacance&f-PL
%mor:	pro:sub|on v:aux|être&FUT&3s prep|à det:art|la&f&sg n|mer&f=sea
	adv|quand pro:dem|ce v:exist|être&FUT&3s det:poss|ton&m&sg
	n|anniversaire&m
%mor:	co|ah co|oui=yes pro:dem|ce$v:exist|être&PRES&3s det:art|les&pl
	n|bougie&f-PL det:art|les&pl n|bougie&f-PL adv|de n|anniversaire&m
%mor:	co|ouais=yes part|taire-PP&m v:aux|avoir&PRES&2s n|raison&f
%mor:	conj|et pro:sub|on v:mdl|aller&PRES&3s prep|en v|mettre-INF
	adv|combien ?
%mor:	adv|combien prep|de n|bougie&f-PL pro:sub|on v:mdl|aller&PRES&3s
	v|mettre-INF prep|sur det:art|le&m&sg n|gâteau&m ?
%mor:	co|bah co|oui=yes part|taire-PP&m v:mdl|aller&PRES&2s
	v:aux|avoir&INF det:gen|quel&m&sg n|âge&m ?
%mor:	co|non=no n|trois&m n|an&m-PL
%mor:	adv|alors pro:sub|on v:mdl|aller&PRES&3s v|mettre-INF num|trois
	n|bougie&f-PL
%mor:	co|non=no n|avant&m part|taire-PP&m v:aux|avoir&IMPF&12s num|deux
	n|an&m-PL
%mor:	part|taire-PP&m v:mdl|aller&PRES&2s v:aux|avoir&INF num|trois
	n|an&m-PL
%mor:	conj|et adv|après part|taire-PP&m n|aura&f-PL num|quatre n|an&m-PL
%mor:	adv|quand part|taire-PP&m v:aux|être&FUT&2s det:art|une&f&sg
	adj|grand&f
%mor:	co|ouais=yes ?
