NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
MOT,Mother,look I've just put it there . .,,REB,,
MOT,Mother,look don't make me jump and get all jittery (3.) .,,REB,,
MOT,Mother,now just leave it .,%com: to Abigail ?,CHI,,
CHI,Abigail Target Child,look xxx just seen this there .,,MOT,,
MOT,Mother,yes .,,CHI,,
MOT,Mother,I can't do anything until I've got the washing machine out the way <and the> [/] and the washing out (6.) .,,REB,,
Location: Kitchen,,,,,,
Activities: Involvement in nonplay,,,,,,
Situation: Sirka is getting Abigail's meal. Father is talking to her,,,,,,
FAT,Father,xxx .,,NA,,
CHI,Abigail Target Child,Mummy Mummy .,,SELF,,
SIR,Sirka  Adult,where ?,,?,,
SIR,Sirka  Adult,nine months where (7.) ?,%com: father talking,FAT,,
FAT,Father,so if you have any trouble you go to what we call the dental hospital .,%com: probably said a lot more than this,SIR,,
SIR,Sirka  Adult,0 .,,NA,,
FAT,Father,which is down .,,SIR,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
FAT,Father,on the way to Hilary's .,,SIR,,
CHI,Abigail Target Child,Mummy (9.) .,%com: father and Sirka talking,SELF,,
FAT,Father,that's a funny noise when you've got your recording xxx . .,%com: to Abigail,CHI,,
CHI,Abigail Target Child,Mumma .,,SELF,,
FAT,Father,you say some nice things (5.) .,,CHI,,
FAT,Father,what xxx .,,CHI,,
FAT,Father,have you had your lunch ?,,CHI,,
FAT,Father,or are you going to have it in a minute (20.) ?,,CHI,,
CHI,Abigail Target Child,Mumma .,,SELF,,
CHI,Abigail Target Child,Mumma .,,SELF,,
CHI,Abigail Target Child,Mumma .,,SELF,,
Location: Kitchen,,,,,,
Activities: Meal,,,,,,
Situation: Abigail is having her meal. Sirka is getting the other children theirs,,,,,,
REB,Rebecca Sister,shall I ?,,SIR,,
REB,Rebecca Sister,shall I ?,,SIR,,
SIR,Sirka  Adult,&mm what ?,,REB,,
REB,Rebecca Sister,shall I ring her up again ?,,SIR,,
SIR,Sirka  Adult,what she say ?,,REB,,
SIR,Sirka  Adult,is she coming ?,,REB,,
REB,Rebecca Sister,she said (2.) .,,SIR,,
REB,Rebecca Sister,will I ring her up again (2.) ?,,SIR,,
REB,Rebecca Sister,shall I (3.) ?,,SIR,,
REB,Rebecca Sister,alright ?,,SIR,,
SIR,Sirka  Adult,yes you can do that (14.) .,,REB,,
REB,Rebecca Sister,louli@c(3).,,LOU,,
REB,Rebecca Sister,you've got_to come now .,,LOU,,
REB,Rebecca Sister,(be)cause it's ready (5.) .,,LOU,,
REB,Rebecca Sister,alright .,,LOU,,
REB,Rebecca Sister,byebye (3.) .,,LOU,,
REB,Rebecca Sister,bring it upstairs she said (2.) .,,SIR,,
REB,Rebecca Sister,alright I'll take it upstairs .,,LOU,,
SIR,Sirka  Adult,right (3.) ?,,REB,,
REB,Rebecca Sister,shall I take it upstairs ?,,SIR,,
SIR,Sirka  Adult,no I can take it (2.) .,,REB,,
REB,Rebecca Sister,I will (2.) .,,SIR,,
REB,Rebecca Sister,I want to .,,SIR,,
REB,Rebecca Sister,I want to [!] (8.) .,,SIR,,
REB,Rebecca Sister,I will (2.) .,,SIR,,
REB,Rebecca Sister,please let me (4.) .,,SIR,,
REB,Rebecca Sister,please let me (2.) .,,SIR,,
REB,Rebecca Sister,I want to .,,SIR,,
REB,Rebecca Sister,I like xxx .,,SIR,,
Location: Sitting room,,,,,,
Activities: Meal,,,,,,
Situation: The children are all having their lunch in the sitting room watching TV. Sirka is downstairs in the kitchen. She has just phoned them on the intercom,,,,,,
REB,Rebecca Sister,right .,,SIR,,
REB,Rebecca Sister,coming (10.) .,,SIR,,
REB,Rebecca Sister,yes (6.) .,,SIR,,
REB,Rebecca Sister,goodbye (2.) .,,SIR,,
REB,Rebecca Sister,yes (2.) .,,SIR,,
REB,Rebecca Sister,yes .,,SIR,,
REB,Rebecca Sister,yes (2.) .,,SIR,,
REB,Rebecca Sister,oh .,,SIR,,
REB,Rebecca Sister,goodbye (6.) .,,SIR,,
REB,Rebecca Sister,alright .,,SIR,,
LOU,Louise Sister,I want coffee .,,REB,,
REB,Rebecca Sister,do you want some more baked beans ? ?,,LOU,,
LOU,Louise Sister,yes .,,REB,,
REB,Rebecca Sister,there's some left .,,LOU,,
LOU,Louise Sister,yes .,,REB,,
REB,Rebecca Sister,yes she does .,,LOU,,
REB,Rebecca Sister,yes (2.) .,,LOU,,
LOU,Louise Sister,say I want some coffee when she .,,REB,,
REB,Rebecca Sister,she wants some coffee so please make her .,,SIR,,
SIR,Sirka  Adult,who ?,,REB,,
REB,Rebecca Sister,she wants some coffee .,,SIR,,
REB,Rebecca Sister,so please make her some (2.) .,,SIR,,
REB,Rebecca Sister,yes .,,SIR,,
LOU,Louise Sister,ask her if I should put Abigail to bed .,,REB,,
LOU,Louise Sister,she [= Abigail] wants to say something .,,REB,,
REB,Rebecca Sister,what (2.) ?,,LOU,,
REB,Rebecca Sister,what (5.) ?,,CHI,,
CHI,Abigail Target Child,good_night .,,?,,
LOU,Louise Sister,oh Sirka (5.) .,,SIR,,
CHI,Abigail Target Child,let me say it .,,?,,
Location: Kitchen,,,,,,
Activities: Involvement in nonplay,,,,,,
Situation: Louise is squeezing oranges and talking to Sirka and Rebecca,,,,,,
LOU,Louise Sister,did Abby have any ?,,SIR,,
SIR,Sirka  Adult,yes xxx .,,LOU,,
LOU,Louise Sister,nice did you like it Abby [/] Abby .,,CHI,,
CHI,Abigail Target Child,&mm that one .,,SIR,,
REB,Rebecca Sister,ah I want more (3.) .,,SIR,,
REB,Rebecca Sister,I want some more .,,SIR,,
SIR,Sirka  Adult,that's enough .,,REB,,
REB,Rebecca Sister,no I want some more (3.) .,,SIR,,
CHI,Abigail Target Child,now I want some more .,%com: copying Rebecca ?,SELF,,
REB,Rebecca Sister,I want some more Mum .,,SIR,,
CHI,Abigail Target Child,more more .,%com: louise talking,SELF,,
CHI,Abigail Target Child,there you are (6.) .,,?,,
Location: Hall/Terrace,,,,,,
Activities: Involvement in nonplay,,,,,,
Situation: The older children are going out for a walk,,,,,,
MOT,Mother,can you wait while Becky puts her other boot on (2.) ?,,CHI,,
CHI,Abigail Target Child,I've got my shoes on (9.) .,%com: someone singing in background,?,,
LOU,Louise Sister,here you are (8.) .,,MOT,,
REB,Rebecca Sister,they've gone (9.) .,,LOU,,
CHI,Abigail Target Child,0 .,,NA,,
MOT,Mother,louli@c.,,CHI,,
MOT,Mother,ah you're there .,,O,,
MOT,Mother,good .,,O,,
MOT,Mother,you haven't gone without her . .,,O,,
MOT,Mother,ally [//] Abby I mean come in .,,CHI,,
MOT,Mother,they're going to buy you some sweets (3.) .,,CHI,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
MOT,Mother,they're going to buy you sweeties (2.) .,,CHI,,
MOT,Mother,while we go around the garden (7.) .,,CHI,,
CHI,Abigail Target Child,I want Mummy .,,?,,
CHI,Abigail Target Child,I want Mummy .,,?,,
MOT,Mother,we go in the garden on the terrace Abby and Mummy (10.) .,,CHI,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
MOT,Mother,shush [= silence] .,,CHI,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
MOT,Mother,quiet darling (4.) .,,CHI,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
MOT,Mother,look .,,CHI,,
MOT,Mother,there's blanket like ours out_of the window (6.) .,,CHI,,
Location: Girls' bed+room,,,,,,
Activities: Unknown,,,,,,
Situation: Rustling paper,,,,,,
CHI,Abigail Target Child,you go up (19.) .,%com: banging a box,?,,
CHI,Abigail Target Child,yyy the mine (3.) .,%com: ? opening something,?,,
CHI,Abigail Target Child,there (5.) .,%com: banging box,?,,
CHI,Abigail Target Child,there yyy .,,?,,
CHI,Abigail Target Child,xxx yyy .,,NA,,
CHI,Abigail Target Child,xxx yyy (5.) .,%com: banging box,NA,,
CHI,Abigail Target Child,push in .,%com: possibly tops of bottles,?,,
CHI,Abigail Target Child,push in .,,?,,
CHI,Abigail Target Child,push in .,,?,,
Location: Girls' bed+room,,,,,,
Activities: Talk,,,,,,
Situation: M has just come into the bed+room and found A playing with L's tie dye set,,,,,,
MOT,Mother,oh xxx [>] .,,CHI,,
CHI,Abigail Target Child,<what's those> [<] .,,MOT,,
MOT,Mother,0 .,%com: no response Asking about the bottles,NA,,
CHI,Abigail Target Child,what's those .,,MOT,,
CHI,Abigail Target Child,that .,,MOT,,
CHI,Abigail Target Child,what's those .,,MOT,,
MOT,Mother,did you take anything out .,,CHI,,
CHI,Abigail Target Child,yeh (4.) .,,MOT,,
MOT,Mother,oh my god .,,CHI,,
MOT,Mother,oh Christ (3.) .,,CHI,,
MOT,Mother,open your mouth (10.) .,,CHI,,
CHI,Abigail Target Child,hey look .,%com: possibly her teeth,MOT,,
CHI,Abigail Target Child,that one .,,MOT,,
CHI,Abigail Target Child,that one .,,MOT,,
CHI,Abigail Target Child,that one (6.) .,,MOT,,
CHI,Abigail Target Child,that one (2.) .,,MOT,,
MOT,Mother,look at it .,,CHI,,
MOT,Mother,you just (3.) .,,CHI,,
Location: Sitting room,,,,,,
Activities: Free play with adult,,,,,,
CHI,Abigail Target Child,there Teddy .,,SELF,,
CHI,Abigail Target Child,there (i)t is .,,SELF,,
CHI,Abigail Target Child,there &-um (3.) .,,SELF,,
CHI,Abigail Target Child,xxx xxx [>] .,,NA,,
MOT,Mother,<is that> [<] your teddy .,,CHI,,
CHI,Abigail Target Child,yeh it is (3.) .,,MOT,,
MOT,Mother,do you want to draw a teddy .,,CHI,,
CHI,Abigail Target Child,xxx I have that one .,,MOT,,
MOT,Mother,can I color him in with that one .,,CHI,,
CHI,Abigail Target Child,yeh [>] .,,MOT,,
MOT,Mother,<oh no > [<] it won't color in .,,CHI,,
MOT,Mother,can I have another color to color him in .,,CHI,,
CHI,Abigail Target Child,yeh Hae that one [>] .,%com: handing a crayon to M,MOT,,
MOT,Mother,a [<] brown teddy .,,CHI,,
MOT,Mother,oh .,,CHI,,
MOT,Mother,that one's nearly gone too (6.) .,,CHI,,
CHI,Abigail Target Child,green one .,,MOT,,
CHI,Abigail Target Child,can I have <green one> [>] .,,MOT,,
MOT,Mother,<now I'd better> [<] do it (3.) .,,CHI,,
CHI,Abigail Target Child,ax that one .,,MOT,,
CHI,Abigail Target Child,that one .,,MOT,,
CHI,Abigail Target Child,and that one (2.) .,,MOT,,
CHI,Abigail Target Child,do (2.) that (4.) one [>] .,,MOT,,
MOT,Mother,&mm [<] .,,CHI,,
CHI,Abigail Target Child,and that one .,,MOT,,
MOT,Mother,ah .,,CHI,,
CHI,Abigail Target Child,o:h but not that one .,,MOT,,
CHI,Abigail Target Child,that one .,,MOT,,
CHI,Abigail Target Child,oh but not that [/] that (12.) .,%com: a crayoning,MOT,,
CHI,Abigail Target Child,Mummy .,,MOT,,
MOT,Mother,oh .,,CHI,,
MOT,Mother,where are we .,,CHI,,
CHI,Abigail Target Child,crayon .,,MOT,,
CHI,Abigail Target Child,we haven't done (2.) .,,MOT,,
CHI,Abigail Target Child,green (3.) .,,MOT,,
CHI,Abigail Target Child,greeny one (3.) .,,MOT,,
CHI,Abigail Target Child,purple green .,,MOT,,
CHI,Abigail Target Child,we haven't got green .,,MOT,,
CHI,Abigail Target Child,those are too big .,,MOT,,
Location: Sitting room,,,,,,
Activities: Free play,,,,,,
Situation: A is playing with her stickle bricks in M's silver dish,,,,,,
CHI,Abigail Target Child,xxx .,,NA,,
CHI,Abigail Target Child,byebye (4.) .,,?,,
CHI,Abigail Target Child,they've gone now .,%com: she has the bricks in the dish and has put the lid on,MOT,,
CHI,Abigail Target Child,they've gone now .,,MOT,,
MOT,Mother,that's right .,,CHI,,
CHI,Abigail Target Child,where (h)ave they gone .,,MOT,,
MOT,Mother,0 .,%com: no response,NA,,
CHI,Abigail Target Child,where (h)ave they gone now .,,MOT,,
MOT,Mother,0 (2.) .,%com: no response Opening lid,NA,,
MOT,Mother,0 [=! growls] .,,NA,,
UNK,Unidentified,there they are .,,CHI,,
CHI,Abigail Target Child,where have they gone now .,,?,,
MOT,Mother,they have haven't they .,,CHI,,
MOT,Mother,they've gone right inside .,,CHI,,
CHI,Abigail Target Child,there .,,?,,
CHI,Abigail Target Child,there they are .,%com: opening lid,?,,
CHI,Abigail Target Child,oh (3.) .,,?,,
CHI,Abigail Target Child,they're going back side .,,?,,
CHI,Abigail Target Child,a .,,?,,
CHI,Abigail Target Child,that bump on the side .,%com: playing with lid,?,,
CHI,Abigail Target Child,byebye .,,?,,
CHI,Abigail Target Child,o:h yyy .,,NA,,
MOT,Mother,xxx .,,NA,,
CHI,Abigail Target Child,xxx .,,NA,,
CHI,Abigail Target Child,bang bang (5.) .,,?,,
CHI,Abigail Target Child,they've gone &csi .,,?,,
CHI,Abigail Target Child,they've gone on now .,,?,,
CHI,Abigail Target Child,they've gone now .,,?,,
CHI,Abigail Target Child,there (6.) .,,?,,
CHI,Abigail Target Child,Mummy .,%com: ms mother gave her the silver salver,MOT,,
CHI,Abigail Target Child,xxx .,,NA,,
CHI,Abigail Target Child,my mother's had those .,%com: a means grandmother,?,,
CHI,Abigail Target Child,my mother's had those .,,?,,
MOT,Mother,that's your mother's .,,CHI,,
CHI,Abigail Target Child,my mother's xxx .,,MOT,,
CHI,Abigail Target Child,my other mother's had .,,MOT,,
MOT,Mother,yes .,,CHI,,
CHI,Abigail Target Child,&-um those back .,,?,,
MOT,Mother,and those are yours inside .,%com: the bricks,CHI,,
MOT,Mother,and your mother's box .,,CHI,,
CHI,Abigail Target Child,yeh .,,?,,
CHI,Abigail Target Child,mother's (12.) box .,,?,,
CHI,Abigail Target Child,mother's xxx my for my xxx my mother's .,,?,,
MOT,Mother,I was .,,CHI,,
MOT,Mother,yes it was present .,,CHI,,
CHI,Abigail Target Child,is yours .,,MOT,,
CHI,Abigail Target Child,that yours .,,MOT,,
Location: Sitting room,,,,,,
Activities: Free play,,,,,,
Comment: humming,,,,,,
Situation: A playing by herself. Others watching TV,,,,,,
Situation: Others talking in background for most of sample,,,,,,
Location: Kitchen,,,,,,
Activities: Snack,,,,,,
Situation: M is getting tea. A is having some Rice Krispies,,,,,,
MOT,Mother,where are you going ?,%com: to R,REB,,
REB,Rebecca Sister,out .,,MOT,,
MOT,Mother,out (33.) .,%com: a eating,REB,,
REB,Rebecca Sister,Mummy .,,MOT,,
MOT,Mother,I am a silly old thing .,,REB,,
MOT,Mother,I've thrown away a packet that had a recipe on it (8.) .,%com: to R M talking to R,REB,,
REB,Rebecca Sister,ah aren't I silly .,,MOT,,
REB,Rebecca Sister,I want the milk (5.) .,,MOT,,
REB,Rebecca Sister,do you want some milk in ?,%com: to A ?,CHI,,
MOT,Mother,o:h you made me jump .,,REB,,
REB,Rebecca Sister,I've just got some in (3.) .,,MOT,,
CHI,Abigail Target Child,I've got some [= milk] .,,?,,
MOT,Mother,I've got_to make two sauces (17.) .,%com: a eating . M and R talking,REB,,
Location: Kitchen,,,,,,
Activities: Free play,,,,,,
Situation: A is playing at sink with the dishes and water,,,,,,
REB,Rebecca Sister,xxx (10.) .,%com: m talking to R,NA,,
CHI,Abigail Target Child,some more water in it .,,MOT,,
CHI,Abigail Target Child,some more water in it (2.) .,,MOT,,
CHI,Abigail Target Child,some more water in it (2.) .,%com: giving her more water,MOT,,
CHI,Abigail Target Child,thank_you .,,MOT,,
MOT,Mother,now do you want a little bit of this meat mixed with it .,,CHI,,
CHI,Abigail Target Child,yes .,,MOT,,
REB,Rebecca Sister,yes .,,MOT,,
CHI,Abigail Target Child,I do .,,MOT,,
CHI,Abigail Target Child,and little bit of water (2.) .,,MOT,,
CHI,Abigail Target Child,some more in it .,,MOT,,
CHI,Abigail Target Child,some more in it (10.) .,%com: m talking,MOT,,
CHI,Abigail Target Child,another one away .,,MOT,,
CHI,Abigail Target Child,some more .,,MOT,,
CHI,Abigail Target Child,all in there (3.) .,,MOT,,
CHI,Abigail Target Child,more .,,MOT,,
CHI,Abigail Target Child,some more (29.) .,%com: m and R talking,MOT,,
CHI,Abigail Target Child,some more in it .,,MOT,,
CHI,Abigail Target Child,more .,,MOT,,
CHI,Abigail Target Child,more .,,MOT,,
CHI,Abigail Target Child,xxx more .,,MOT,,
End,,,,,,
"Participants: CHI Abigail Target_Child,  REB Rebecca Sister,  SIR Sirka Adult,  UNK Unidentified, LOU Louise Sister, MOT Mother, FAT Father",,,,,,
Comment: Nil,,,,NIC Nicole Sister,ERI Erika Family_Friend,UNK Unidentified
Location: Kitchen,,,,,,
Activities: Meal,,,,,,
MOT,Mother,I'm sorry .,,?,,
MOT,Mother,I only heard I told you last night how bad it was for you to have white sugar .,,?,,
MOT,Mother,sorry xxx .,%com: sounds as though Abigail is eating,?,,
LOU,Louise Sister,I was dreaming last night how about how bad it was for me to have brown sugar . .,,MOT,,
MOT,Mother,xxx (16.) .,,NA,,
LOU,Louise Sister,dear old Ab .,,MOT,,
LOU,Louise Sister,Abby got it (6.) .,,MOT,,
MOT,Mother,oh good morning .,,TELEPHONE,,
MOT,Mother,I wondered if I could arrange to have a car serviced tomorrow please a Morris eleven hundred and an M_o_t (10.) .,,TELEPHONE,,
MOT,Mother,and serviced yes .,,TELEPHONE,,
MOT,Mother,the name's xxx (3.) .,,TELEPHONE,,
MOT,Mother,pardon (2.) ?,,TELEPHONE,,
MOT,Mother,no .,,TELEPHONE,,
MOT,Mother,xxx (7.) .,,TELEPHONE,,
MOT,Mother,no .,,TELEPHONE,,
MOT,Mother,a Morris eleven hundred (3.) .,,TELEPHONE,,
MOT,Mother,ah that I'm afraid I don't know at the moment because it's my mother in+law's car .,,TELEPHONE,,
MOT,Mother,but shall I give you our address ?,,TELEPHONE,,
Location: Kitchen/Playroom,,,,,,
Activities: Free play alone,,,,,,
MOT,Mother,Abby .,%com: to Abigail,CHI,,
MOT,Mother,what are you doing (5.) ?,%com: level tail Rebecca talking to Louise,CHI,,
CHI,Abigail Target Child,what do that blue .,,MOT,,
CHI,Abigail Target Child,is a ten pee .,,MOT,,
MOT,Mother,it's not a ten pee .,,CHI,,
REB,Rebecca Sister,Abby stay here (9.) .,,CHI,,
CHI,Abigail Target Child,wha(t)'s (th)at ?,,MOT,,
CHI,Abigail Target Child,a pen .,,MOT,,
REB,Rebecca Sister,a piece of string (2.) .,,CHI,,
CHI,Abigail Target Child,there's a penny .,,REB,,
REB,Rebecca Sister,it isn't .,,CHI,,
REB,Rebecca Sister,it's a piece of string .,,CHI,,
REB,Rebecca Sister,for you to tug in bed .,,CHI,,
CHI,Abigail Target Child,isn't (2.) .,,REB,,
REB,Rebecca Sister,that's how you used to do it (12.) .,,CHI,,
MOT,Mother,oh we nearly blew up yesterday trying to get it on didn't we .,,REB,,
REB,Rebecca Sister,&=laughs .,,NA,,
CHI,Abigail Target Child,now I've got mine .,,?,,
REB,Rebecca Sister,&=laughs .,,NA,,
MOT,Mother,careful (6.) .,,CHI,,
REB,Rebecca Sister,don't break it .,,CHI,,
MOT,Mother,xxx (6.) .,,NA,,
CHI,Abigail Target Child,going playing bricks .,,?,,
CHI,Abigail Target Child,monkeys .,,?,,
CHI,Abigail Target Child,xxx (7.) .,,?,,
CHI,Abigail Target Child,monkeys .,,?,,
Location: Sitting room,,,,,,
Activities: Watching TV,,,,,,
Situation: Watching TV. No speech,,,,,,
Location: Sitting room,,,,,,
Activities: Talking,,,,,,
Situation: Everyone is about going to London Zoo and what they want to see there.,,,,,,
CHI,Abigail Target Child,am I coming in my party dress ?,,MOT,,
REB,Rebecca Sister,Mummy .,,MOT,,
REB,Rebecca Sister,I want xxx .,,MOT,,
REB,Rebecca Sister,please Mummy let me .,,MOT,,
MOT,Mother,look .,,?,,
LOU,Louise Sister,xxx .,,NA,,
CHI,Abigail Target Child,I'm go up .,,?,,
CHI,Abigail Target Child,I'm go see [//] I'm going to <see pandas> [>] .,,?,,
MOT,Mother,xxx [<] .,,NA,,
MOT,Mother,in the children's zoo ?,,?,,
REB,Rebecca Sister,I want a xxx .,,MOT,,
CHI,Abigail Target Child,alright .,,?,,
REB,Rebecca Sister,I want to see xxx .,,MOT,,
CHI,Abigail Target Child,a snake [>] .,,?,,
MOT,Mother,<you got> [<] one already .,,CHI,,
MOT,Mother,you can have another one if you really want one .,,CHI,,
CHI,Abigail Target Child,oh no [>] .,,MOT,,
MOT,Mother,you're not allowed to hold the pandas though .,,CHI,,
LOU,Louise Sister,no .,,CHI,,
CHI,Abigail Target Child,no .,,?,,
CHI,Abigail Target Child,xxx (8.) .,,NA,,
CHI,Abigail Target Child,I thin(k) those <on there> [>] .,,?,,
LOU,Louise Sister,<Mummy > [<] I want to go to London Zoo today .,,MOT,,
CHI,Abigail Target Child,I'm going [/] I'm going to see London on [/] on Tuesday .,,?,,
MOT,Mother,well look .,,LOU,,
MOT,Mother,what I don't want to do is +... +...,,LOU,,
CHI,Abigail Target Child,see pandas (4.) .,%com: mother and girls talking,?,,
CHI,Abigail Target Child,like Wiky (3.) .,,?,,
MOT,Mother,I have promised Louli that she can go to her friend's party .,,?,,
MOT,Mother,we can go to London Zoo at anytime so +...,,?,,
MOT,Mother,so we'll see if [//] but +...,,?,,
MOT,Mother,well I mean not anytime but on very rare occasions .,,?,,
MOT,Mother,it might be possible to go there .,,?,,
LOU,Louise Sister,and another reason .,,MOT,,
LOU,Louise Sister,I don't really like going to xxx .,,MOT,,
Location: Sitting room,,,,,,
Activities: Free play,,,,,,
UNK,Unidentified,xxx (5.) zzz .,,NA,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
LOU,Louise Sister,sorry .,,CHI,,
REB,Rebecca Sister,naughty girl .,,LOU,,
CHI,Abigail Target Child,0 [=! crying] .,,NA,,
LOU,Louise Sister,are you alright (13.) ?,,CHI,,
CHI,Abigail Target Child,0 [=! crying] .,%com: others talking and laughing,NA,,
MOT,Mother,d(o) you [= do you] wa(n)t to pee now Abby ?,,CHI,,
CHI,Abigail Target Child,Mummy .,,MOT,,
MOT,Mother,yes Ab do you want to pee ?,,CHI,,
REB,Rebecca Sister,<xxx Abby (5.)> [>] .,,CHI,,
LOU,Louise Sister,<xxx Abby (5.)> [<] .,,CHI,,
MOT,Mother,could you try not to all be here ? ?,,O,,
CHI,Abigail Target Child,Mummy .,,MOT,,
MOT,Mother,could one of you play with her ?,,O,,
LOU,Louise Sister,me .,,MOT,,
REB,Rebecca Sister,me .,,MOT,,
LOU,Louise Sister,I was playing with her first .,,MOT,,
REB,Rebecca Sister,and me .,,MOT,,
MOT,Mother,no .,,?,,
MOT,Mother,look darling your voice is xxx (5.) .,,?,,
LOU,Louise Sister,Abby .,,CHI,,
LOU,Louise Sister,Abby come on (11.) .,%com: mother talking to Rebecca,CHI,,
LOU,Louise Sister,come on Abby .,,CHI,,
LOU,Louise Sister,will you help me pick Benny [= giant toy panda] up ?,,CHI,,
LOU,Louise Sister,come and help me pick Benny up .,,CHI,,
CHI,Abigail Target Child,no me mustn't .,,?,,
NIC,Nicole Sister,why not ?,,CHI,,
CHI,Abigail Target Child,so heavy room .,%com: wants to know why they can't all play together,?,,
LOU,Louise Sister,he fell off .,,CHI,,
MOT,Mother,it's very difficult if four young people do it .,,?,,
MOT,Mother,listening to the tape .,,?,,
LOU,Louise Sister,he fell off (2.) .,,CHI,,
LOU,Louise Sister,he fell off .,,CHI,,
LOU,Louise Sister,come on .,,CHI,,
LOU,Louise Sister,come and help me pick him up (2.) .,,CHI,,
REB,Rebecca Sister,Nicky xxx .,,NIC,,
NIC,Nicole Sister,yes ?,,MOT,,
REB,Rebecca Sister,xxx .,,NA,,
NIC,Nicole Sister,doesn't want to .,,REB,,
REB,Rebecca Sister,ask her .,,NIC,,
NIC,Nicole Sister,I have (2.) .,,REB,,
REB,Rebecca Sister,Abby .,,CHI,,
REB,Rebecca Sister,do you want xxx ?,,CHI,,
CHI,Abigail Target Child,no .,,REB,,
Location: Kitchen,,,,,,
Activities: Snack,,,,,,
MOT,Mother,Becky .,,REB,,
MOT,Mother,I'm putting your biscuit there [= on the table] (3.) .,,REB,,
CHI,Abigail Target Child,I want it .,,MOT,,
MOT,Mother,no .,,CHI,,
MOT,Mother,so_that when you put the clothes on the top there it won't make the biscuit all soggy (46.) .,,?,,
CHI,Abigail Target Child,0 .,%com: mother talking to Rebecca and Louise,NA,,
REB,Rebecca Sister,I want to do one (2.) .,,MOT,,
REB,Rebecca Sister,can I do one of those ?,,MOT,,
REB,Rebecca Sister,cause I did let +...,,MOT,,
MOT,Mother,yes .,,REB,,
REB,Rebecca Sister,Mummy .,,MOT,,
REB,Rebecca Sister,I did let Louli [= Louise] have one of mine .,,MOT,,
MOT,Mother,xxx .,,NA,,
CHI,Abigail Target Child,can I have one .,,MOT,,
MOT,Mother,xxx [>] .,%com: not a response to Abigail,NA,,
REB,Rebecca Sister,<Mummy leave> [<] it me (9.) .,,MOT,,
REB,Rebecca Sister,zzz .,,NA,,
CHI,Abigail Target Child,leave it me .,,?,,
UNK,Unidentified,xxx (5.) .,,NA,,
MOT,Mother,louli@c.,,NA,,
MOT,Mother,xxx .,,NA,,
Location: Dining room,,,,,,
Activities: Unknown,,,,,,
Situation: Louise had seen an advertisement on the TV and had telephoned a number for free samples of soup. they have just arrived,,,,,,
MOT,Mother,now the cat's playing with paper of some zzz .,,?,,
LOU,Louise Sister,it's [= soup] lovely .,,?,,
LOU,Louise Sister,you should have put Miss C_Sick .,%com: they had given made up names,NIC,,
NIC,Nicole Sister,Caroline Sick (12.) .,,LOU,,
LOU,Louise Sister,oh Mummy .,,MOT,,
LOU,Louise Sister,I've got a letter .,,MOT,,
LOU,Louise Sister,will you read it to me ?,,MOT,,
MOT,Mother,I'm not wearing my glasses Louli .,,LOU,,
MOT,Mother,dear customer www .,%com: <3> reads letter,LOU,,
MOT,Mother,free phone in flavors .,%com: reading,LOU,,
MOT,Mother,we thank_you in connection with the above .,%com: reading,LOU,,
NIC,Nicole Sister,there ain't three there are only two .,,MOT,,
MOT,Mother,free [>] .,,NIC,,
LOU,Louise Sister,free [<] .,,NIC,,
MOT,Mother,and have pleasure in enclosing a packet each of Chef chicken and leek and Chef golden vegetable soup .,%com: reading,LOU,,
MOT,Mother,as you may recall from the television advertisement these are the two most recent additions to the Chef range of flavors .,%com: reading,LOU,,
MOT,Mother,and we trust you will find them to your satisfaction .,%com: reading,LOU,,
MOT,Mother,for your added information xxx soups xxx is also available in ten other flavors .,%com: reading,LOU,,
MOT,Mother,tomato .,%com: reading,LOU,,
MOT,Mother,minestrone .,%com: reading,LOU,,
MOT,Mother,oxtail .,%com: reading,LOU,,
MOT,Mother,spring vegetable .,%com: reading,LOU,,
MOT,Mother,chicken noodle www (10.) .,%com: reading . <3> continues reading letter,LOU,,
MOT,Mother,Nicky xxx family or something .,,LOU,,
NIC,Nicole Sister,no (5.) .,,?,,
LOU,Louise Sister,let xxx only me and Nicky (2.) .,,MOT,,
Location: Kitchen,,,,,,
Activities: Snack,,,,,,
Situation: Louise has made up some of her soup and Rebecca and Abigail are trying it. all talking together,,,,,,
LOU,Louise Sister,Nicky .,,NIC,,
LOU,Louise Sister,get a spoon .,,NIC,,
LOU,Louise Sister,Nicky would you like (2.) ?,,NIC,,
MOT,Mother,in the fish tank .,%com: to Nicole,NIC,,
MOT,Mother,upstairs .,,NIC,,
NIC,Nicole Sister,shall I go and get some ?,,MOT,,
MOT,Mother,it's sort of down the side .,,NIC,,
MOT,Mother,by the side of the cupboard you made xxx .,,NIC,,
LOU,Louise Sister,right that's all (2.) .,,?,,
LOU,Louise Sister,do you like it ?,,?,,
NIC,Nicole Sister,what either beside the [//] .,,MOT,,
MOT,Mother,between the fireplace .,%com: answering N,NIC,,
MOT,Mother,on the ground .,,NIC,,
