"utterance_id" "speaker_id" "speaker_role_raw" "utterance" "Comment" "X" "Comments" "session_id" "annotation1" "annotator_name1" "annotator1_comment" "annotation2" "annotator_name2" "annotator2_comment" "Diff_annotations" "keychild" "speaker" "role_adressee" "register"
17938 "MOT" "mother" "qu'estce que t'en a fais?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17941 "MOT" "mother" "bon prends la colle" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17942 "MOT" "mother" "dans la boite y a la colle làbas" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17943 "MOT" "mother" "vas la chercher si il te plaît" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17945 "MOT" "mother" "tu prendras la violette toi" "" "" "%sit  Mot parle à Chl /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17946 "MOT" "mother" "tiens tu mets de la colle sur le côté blanc" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17947 "MOT" "mother" "d'accord Ana?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17948 "MOT" "mother" "tiens puis tu le colles làdessus" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17949 "MOT" "mother" "elle m'embête cette gommette" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17951 "MOT" "mother" "j'ai mis où les ciseaux moi?" "" "" "" "Anais/247a.cha" "SELF" "clara" "" "1" "Lara" "" "DIFFER" "Anais" "mother" "Self" "unclassified"
17953 "MOT" "mother" "et ben ramasse" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17955 "MOT" "mother" "mets de la colle Ninine" "" "" "%sit  grand moment de silence 916852935693/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17956 "MOT" "mother" "tu arrives?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17958 "MOT" "mother" "fais voir ce que ça donne?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17959 "MOT" "mother" "ben voilà tu en as mis plein" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17960 "MOT" "mother" "vas y colle le maintenant" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17961 "MOT" "mother" "colle le au milieu" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17962 "MOT" "mother" "ouais super Ana" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17963 "MOT" "mother" "voilà" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17965 "MOT" "mother" "et l'autre pareil" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17966 "MOT" "mother" "pareil là" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17968 "MOT" "mother" "mh mh" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17970 "MOT" "mother" "oui" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17972 "MOT" "mother" "ouais pareil tu le mets là à côté" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17974 "MOT" "mother" "oui comme ça" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17975 "MOT" "mother" "tu mets de la colle dessus et tu le mets comme ça" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17976 "MOT" "mother" "tiens" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17977 "MOT" "mother" "attends je vais t'aider" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17978 "MOT" "mother" "vas y" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17979 "MOT" "mother" "ça y est?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17980 "SIS" "sister" "voilà" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "child" "Keychild" "CDS"
17981 "MOT" "mother" "voilà" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17983 "MOT" "mother" "voilà on le met là?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17985 "MOT" "mother" "bon on a déjà fait le nez" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17986 "MOT" "mother" "le groin" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17988 "MOT" "mother" "le cochon tiens" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17990 "MOT" "mother" "euh du scotch xxx" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17992 "MOT" "mother" "ça ça va sur ton ballon" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17993 "MOT" "mother" "je sais pas où il est le ballon" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17994 "MOT" "mother" "ah il est caché derrière" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17995 "MOT" "mother" "tu le tiens?" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17997 "MOT" "mother" "on va mettre du scotch dessus" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
17998 "MOT" "mother" "attends Ninine faut mettre du scotch" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18001 "MOT" "mother" "oui là" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18002 "SIS" "sister" "tu fais un ballon comment?" "" "" "" "Anais/247a.cha" "MOT" "clara" "" "MOT" "Lara" "" "" "Anais" "child" "Mother" "ADS"
18003 "MOT" "mother" "tiens moi le si te plaît" "" "" "%sit  Ana attrape le scotch 116315118353/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18004 "MOT" "mother" "non le rouleau" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18005 "MOT" "mother" "descends" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18007 "MOT" "mother" "ouais tiens le rouleau" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18008 "MOT" "mother" "merci" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18009 "MOT" "mother" "merci" "" "" "" "Anais/247a.cha" "1" "clara" "" "1" "Lara" "" "" "Anais" "mother" "Keychild" "CDS"
18015 "MOT" "mother" "fais voir" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18016 "MOT" "mother" "ton //" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18018 "MOT" "mother" "ah mais tu as perdu un oeil" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18020 "MOT" "mother" "lève ton doigt" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18021 "MOT" "mother" "oui c'est ça essuie toi sur ta robe" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18022 "MOT" "mother" "tiens" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18023 "MOT" "mother" "tu le colles?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18025 "MOT" "mother" "et colle le bien au milieu" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18026 "MOT" "mother" "euh là" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18028 "MOT" "mother" "comme ça oui" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18030 "MOT" "mother" "encore recolle le" "" "" "%com passage non transcrit entre Mot et Chl 1149242115495/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18032 "SIS" "sister" "regarde comme je montre bien maman" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18033 "MOT" "mother" "oui tu fais des super trucs" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18034 "MOT" "mother" "il veut pas celuilà?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18036 "MOT" "mother" "il est pénible hein" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18038 "MOT" "mother" "voilà on le touche plus" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18041 "MOT" "mother" "tu appelles Tho?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18043 "MOT" "mother" "allez appelle Tho" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18047 "MOT" "mother" "tu tu lui souhaite son anniversaire à Tho?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18049 "MOT" "mother" "dis lui bon anniversaire Tho" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18053 "MOT" "mother" "au revoir Tho" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18055 "MOT" "mother" "quoi non?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18058 "MOT" "mother" "salut à tes souhaits" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18060 "MOT" "mother" "salut à tes souhaits" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18062 "MOT" "mother" "attention il est trop gros" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18065 "MOT" "mother" "il nous faut un rond noir" "" "" "%sit  Ana chante /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18068 "SIS" "sister" "ben oui mais moi je m'entraîne bien pour faire" "" "" "" "Anais/247a.cha" "MOT" "clara" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18070 "MOT" "mother" "tu me prépares un thé Ana si il te plaît?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18072 "MOT" "mother" "tu peux?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18074 "MOT" "mother" "merci ma chérie" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18076 "MOT" "mother" "ouais" "" "" "%com passage non transcrit de Chl /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18079 "MOT" "mother" "tu me prépares //" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18080 "MOT" "mother" "oui très bien mon ange" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18081 "SIS" "sister" "attends Ana je vais te chercher une une petite assiette rouge" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18082 "SIS" "sister" "tu la vois làbas?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18084 "SIS" "sister" "oui cellelà" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18085 "SIS" "sister" "tu las mets dedans ta tasse?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18093 "MOT" "mother" "oui" "" "" "%com passage non transcrit entre Mot et Chl 13532814397/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18094 "MOT" "mother" "tu fais monter Ninine?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18095 "SIS" "sister" "regarde" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18098 "MOT" "mother" "puis tu l'as fait chauffer?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18100 "MOT" "mother" "oh faut me faire chauffer mon thé hein?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18103 "SIS" "sister" "xxx deja fini?" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18104 "SIS" "sister" "cochon?" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18105 "MOT" "mother" "no il me faut de la mousse" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18106 "MOT" "mother" "je sais pas ou elle s'est passée" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18107 "SIS" "sister" "la mousse?" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18108 "SIS" "sister" "ah c'est par terre" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18109 "SIS" "sister" "tiens" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18110 "MOT" "mother" "merci Chloe il y a pas du orange?" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18111 "MOT" "mother" "du jaune" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18112 "SIS" "sister" "du jaune xxx encore du jaune" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18113 "MOT" "mother" "alors fais voir le jaune s'il te plait" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18114 "SIS" "sister" "ah mais le jaune" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18115 "MOT" "mother" "ohlàlà" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18118 "MOT" "mother" "tu t'en sors Ana?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18121 "MOT" "mother" "deux tasses oui merci" "" "" "%com passage non transcrit de Chl 14413231447482/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18122 "MOT" "mother" "tu fais euh //" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18123 "MOT" "mother" "tu as rempli de l'eau dedans?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18125 "MOT" "mother" "ah bon" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18127 "MOT" "mother" "ah c'est un jaune comme ça" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18128 "MOT" "mother" "c'est quoi ce truc" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18129 "MOT" "mother" "attends on va prendre celle la" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18130 "MOT" "mother" "j'ai besoin de oval" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18131 "MOT" "mother" "tu me fais celui-la s'il te plait?" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18134 "INV" "investigator" "merci" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18135 "MOT" "mother" "alors tu m'as servi?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18137 "MOT" "mother" "une cuillère oui si il te plaît" "" "" "%sit  Ana prend deux cuillères et va en donner une à Ger /Anais/247acha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18139 "MOT" "mother" "ça y est?" "" "" "%com Mot et Ana parlent en même temps /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18140 "MOT" "mother" "c'est bon?" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18141 "MOT" "mother" "merci Chloe" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18142 "INV" "investigator" "merci" "" "" "" "Anais/247a.cha" "1" "g" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18143 "MOT" "mother" "tu m'as mis du sucre?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18145 "MOT" "mother" "si il te plaît?" "" "" "%com passage non transcrit entre Mot et Chl 1528977154117/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18146 "SIS" "sister" "maman tu n'aimes pas le sucre" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18147 "MOT" "mother" "ah bon" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18148 "MOT" "mother" "oui mais pour Anais je " "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18149 "MOT" "mother" "elle aime bien mettre du sucre elle a mis du sucre" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18150 "SIS" "sister" "et toi tu xxx" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18151 "MOT" "mother" "oui et alors" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18152 "SIS" "sister" "Anais je vais chercher" "" "" "" "Anais/247a.cha" "1" "g" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18157 "MOT" "mother" "merci ma Noune" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18159 "SIS" "sister" "tiens Ana le sachet" "" "" "%com Chl n' a pas de micro /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18160 "MOT" "mother" "oulala le sachet" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18161 "MOT" "mother" "pardon" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18163 "INV" "investigator" "merci" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18164 "INV" "investigator" "c'est pour mettre dedans?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18166 "INV" "investigator" "tu laisses infuser?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18167 "INV" "investigator" "tu récupères?" "" "" "%sit  Mot rit /Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18168 "INV" "investigator" "tu fais plusieurs tasses avec?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "investigator" "Keychild" "CDS"
18170 "SIS" "sister" "tu me fais un thé?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18173 "INV" "investigator" "toi tu y as pas droit" "" "" "%sit  Mot et Chl rient 16315351637372/Anais/247a.cha" "Anais/247a.cha" "SIS" "clara" "" "" "" "" "" "Anais" "investigator" "Other child" "OCDS"
18174 "MOT" "mother" "et là elle est où ma tasse?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18175 "MOT" "mother" "moi j'ai quelle tasse?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18177 "MOT" "mother" "cellelà là" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18178 "MOT" "mother" "la tasse de Barbie?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18180 "MOT" "mother" "et ma cuillère?" "" "" "%sit  Chl boit dans la tasse de Mot 1643237164633/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18184 "MOT" "mother" "c'est ta tasse?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18185 "MOT" "mother" "et y a quoi dessus?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18187 "MOT" "mother" "le poney" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18189 "MOT" "mother" "le petit cheval" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18191 "MOT" "mother" "non pas sur cellelà" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18192 "MOT" "mother" "cellelà c'est écrit quoi?" "" "" "%com passage non transcrit de Chl 1659377172857/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18193 "SIS" "sister" "Barbie" "" "" "" "Anais/247a.cha" "1" "g" "" "" "" "" "" "Anais" "child" "Keychild" "CDS"
18195 "MOT" "mother" "c'est écrit quoi" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18197 "MOT" "mother" "Barbie" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18198 "MOT" "mother" "merci Ninine" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18200 "MOT" "mother" "mm c'est très bon" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18202 "MOT" "mother" "oui je veux bien si il te plaît" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18204 "MOT" "mother" "oui mais il faudrait me le réchauffer parce que il était un peu froid" "" "" "%com passage non transcrit de Chl 171256717288/Anais/247a.cha" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18205 "SIS" "sister" "voila" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18206 "SIS" "sister" "apres je veux faire du lapin" "" "" "" "Anais/247a.cha" "MOT" "g" "" "" "" "" "" "Anais" "child" "Mother" "ADS"
18207 "MOT" "mother" "oui on va faire du lapin apres" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18208 "MOT" "mother" "presque fini son cochon" "" "" "" "Anais/247a.cha" "SIS" "g" "" "" "" "" "" "Anais" "mother" "Other child" "OCDS"
18211 "MOT" "mother" "ça chauffe Ana?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18213 "MOT" "mother" "tu fais attention de pas te brûler hein?" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
18215 "MOT" "mother" "parce que quand c'est chaud comme ça" "" "" "" "Anais/247a.cha" "1" "clara" "" "" "" "" "" "Anais" "mother" "Keychild" "CDS"
